RollNo ,Name,Branch,Age
800000,hugzysuvya,Cse,17
800001,nwaogdhyaq,Cse,21
800002,mctclkzhnt,Mechanical,18
800003,agmkemwtpa,Mechanical,19
800004,iwxejubxhq,Mechanical,19
800005,zmbngkalqg,Cse,20
800006,btacdvuvdi,Mechanical,21
800007,bwqjjtqjwp,ECE,20
800008,vxoajzgzfn,ECE,22
800009,rekszykvad,Cse,20
800010,xbdgasivco,Mechanical,20
800011,phumotmcfh,Mechanical,22
800012,ixasxiisyc,Mechanical,22
800013,fvakwkwybe,Cse,19
800014,swxxyuboim,ECE,20
800015,spyljpmbog,Cse,21
800016,bkdxhiabnd,ECE,17
800017,movzqrotgd,Mechanical,19
800018,piupykgmog,Mechanical,18
800019,croosaipko,Cse,21
800020,wtywmhlpcr,ECE,17
800021,uwpojswdzf,Mechanical,17
800022,lieqswduto,Cse,21
800023,oozvbnvnbt,Electrical,18
800024,tlporxwxlb,Electrical,18
800025,rlinzktczm,Mechanical,18
800026,jpgfibpmod,Cse,19
800027,ozysfoinez,ECE,17
800028,bwgmilxlrw,ECE,17
800029,cjfxelxfaa,ECE,18
800030,hwacrbuxwy,ECE,22
800031,hliinmdoxq,Electrical,20
800032,jeoyvtsnen,Cse,20
800033,iajqndcglf,Electrical,21
800034,zelnevcxhu,Electrical,20
800035,quolwywlys,Mechanical,19
800036,rvsgffolxx,Mechanical,21
800037,jwziumpjmb,Mechanical,18
800038,ulpbzbdiqm,ECE,18
800039,pkliglscpi,Mechanical,19
800040,oteqicwray,Cse,22
800041,amrokkuobz,Mechanical,18
800042,yvoclsftev,Mechanical,21
800043,qksxkcmboq,Cse,20
800044,wkgxjbyrru,Electrical,17
800045,hfqpwfduil,Mechanical,22
800046,gzrjcnlsnv,Mechanical,17
800047,nmdixzziqz,ECE,20
800048,rnamlqixta,Cse,19
800049,bghxbnnlbw,ECE,19
800050,ozwrqqjwql,Cse,17
800051,yaooqivvqz,ECE,20
800052,yzsghqjotd,ECE,17
800053,rikbkjxjxd,ECE,17
800054,xznrzbcsjo,Mechanical,17
800055,pebrlhnzzx,Cse,21
800056,ngevunachc,ECE,20
800057,tvicserkxp,Cse,19
800058,zzfqfmcdrc,Cse,17
800059,uoqboaylly,Cse,21
800060,jvzpkbdtdt,Electrical,21
800061,evoivgpclz,Cse,20
800062,zxvylammcx,Mechanical,20
