RollNo ,Name,Branch,Age
700000,bcqxlhavho,Mechanical,22
700001,mccuwaagmf,Electrical,21
700002,epcxbkbauv,ECE,21
700003,mudzqkrlds,ECE,18
700004,bicgtyckrt,Electrical,21
700005,hfpulurcwk,Cse,20
700006,ljrbbmmfno,Electrical,20
700007,lkfqqvitin,ECE,18
700008,xtogbbkuaq,Cse,17
700009,kmwqgcktsp,Electrical,21
700010,ndhzzvserc,ECE,18
700011,lsfljpysvm,Cse,17
700012,tbceyonlsc,Mechanical,20
700013,mzqouuxyyo,ECE,17
700014,pcauluqbkd,Mechanical,18
700015,xqgazbemzy,Electrical,21
700016,aybmbhxjce,ECE,18
700017,buvcljwuys,ECE,21
700018,mhuopwfnlz,Mechanical,22
700019,tdxdmzycht,ECE,20
700020,nrpqqbboko,Cse,19
700021,kysihotwlr,Electrical,17
700022,hdypdvfwlf,ECE,17
700023,pgnbbpdijj,Mechanical,19
700024,uocgfglsch,Electrical,19
700025,spccyraxiy,Mechanical,18
700026,ucvlhvrfns,ECE,21
700027,nfwyapofvp,Cse,19
700028,xtyrksjfgf,ECE,21
700029,iwlqwwjerv,Electrical,22
700030,kswzmrslcy,Electrical,19
700031,ozruqagcij,ECE,22
700032,jtmptsqugm,ECE,18
700033,nzejildhna,Mechanical,18
700034,hvkleefams,Mechanical,18
700035,usmcrvsjpa,Electrical,20
700036,mjdrecqvve,Mechanical,18
700037,niyksczank,Mechanical,19
700038,wrwomyjyth,Cse,17
700039,xpjxllahec,Electrical,20
700040,pesrxpsdaz,Mechanical,20
700041,pgabjyzvyp,Electrical,19
700042,jmwrlwmkow,Mechanical,18
700043,ofisfbwuol,Mechanical,20
700044,faswgrzvtl,Cse,18
700045,pbjxtgbqkx,Mechanical,18
700046,zrgjtunriy,ECE,19
700047,wqmbwskqst,ECE,19
700048,shajoojvbr,Electrical,22
700049,rstrnlrokk,Cse,19
700050,jzvhdxhaua,Electrical,17
700051,qtixfuedbf,ECE,22
700052,mpyoeghyva,Electrical,21
700053,zeuzlxczda,ECE,22
700054,qgvternokq,Electrical,17
700055,hvxnnfvzgm,ECE,17
700056,yusakcgomk,Cse,22
700057,aeawajndke,Cse,18
700058,ceokkkwyrj,Electrical,20
700059,gfeivygyae,ECE,21
700060,jqjvtbljdr,Mechanical,17
700061,vwdkofznfp,Electrical,19
700062,fdanfgbvgl,Cse,18
700063,ahzwreszwg,Cse,22
700064,dolfodfboz,Mechanical,17
700065,fzwvlwcydg,Cse,22
700066,fmszdebhjb,Cse,22
700067,vabijmskiw,Cse,18
700068,uofordorpr,ECE,22
700069,xycdjpnlwp,Cse,21
700070,wkzfwpywga,Cse,21
