RollNo ,Name,Branch,Age
400000,orhumawxjs,Mechanical,17
400001,cueocuwkbt,Electrical,18
400002,laqzqgaxjk,ECE,18
400003,azrogmgapa,Cse,19
400004,aosdzzhtof,Cse,21
400005,shlcrxunox,Mechanical,22
400006,lbibqkvgko,ECE,17
400007,abdlqeavow,Electrical,18
400008,vwpsmjgcjb,ECE,18
400009,meohtojwfi,Electrical,18
400010,snuywvlhfx,Mechanical,20
400011,nazsnttuqr,Cse,21
400012,zvecoxoiwx,Mechanical,22
400013,ybskrutvju,Mechanical,22
400014,geehexmbio,ECE,21
400015,gzklbkhidk,Cse,22
400016,vinaigmlyx,Mechanical,20
400017,sbvscqvfks,Cse,22
400018,jftyekdagb,Electrical,21
400019,ijtdkftpql,ECE,19
400020,lxsvlsyhep,Cse,19
400021,qadzdqftqp,ECE,22
400022,pwgstodbja,Electrical,22
400023,qxhclegflw,ECE,17
400024,dtjzfrjhzc,Electrical,19
400025,gctlwwmkxf,Cse,17
400026,daezhlmxjp,Mechanical,17
400027,lgshrlnvcm,ECE,19
400028,gqndsdfzva,Electrical,17
400029,rehduhklrv,Mechanical,18
400030,ieiuozeyug,Cse,18
400031,uqimktdhau,ECE,19
400032,gidbrptzeo,Electrical,19
400033,aanzhlxtuu,Electrical,19
400034,itthwofxul,Electrical,20
400035,kftviajowh,Mechanical,18
400036,hdmngpbhue,Electrical,20
400037,vtrdguqeaz,ECE,19
400038,psymeeqfmb,Cse,22
400039,raotmaqmxt,Cse,17
400040,arnvtegfvx,ECE,22
400041,fgpqjgmhtz,Mechanical,17
400042,pinfeepbtc,Mechanical,21
400043,zvxmpkwhwt,Mechanical,19
400044,bnzrrvkgtc,ECE,17
400045,dhslewhmuz,Cse,20
400046,rjydpevxwl,ECE,21
400047,nnaajgoyut,Mechanical,18
400048,spzccstczd,Electrical,22
400049,faxfpktkea,Cse,22
400050,prrekpkijq,Cse,17
400051,fwlywptgoy,Mechanical,20
400052,lmetnbeden,Mechanical,19
400053,adwafxxkdi,ECE,20
400054,vkdroyokjj,Electrical,17
400055,bvgzlxpzut,Electrical,21
400056,dkojapfkxj,Cse,19
400057,epwgtskwcm,Cse,17
400058,gqsddkzbmh,Cse,17
400059,ydcngcwcoo,ECE,20
400060,bowstvvjqe,Electrical,17
400061,endmnkxpjw,Cse,19
400062,ezshbgzwqm,Mechanical,22
400063,eibvsnbpvk,Cse,17
400064,bmlfpcxvny,Mechanical,18
400065,hovznabovr,Cse,17
400066,gnziglxkso,Mechanical,21
400067,rgyschbewi,Cse,19
400068,ajjbtoeucd,ECE,20
400069,ousuzroqte,Mechanical,19
400070,dhdufjqhwk,ECE,22
400071,daynbcblru,Electrical,17
400072,klpkmcugfe,Cse,18
400073,wnxtbcaflt,ECE,21
400074,eoijdscwxn,Cse,18
400075,qzfdmywvfx,ECE,17
400076,zqqpnvhthl,ECE,20
400077,dudzyysukn,Mechanical,22
400078,tqewtwgsqz,Electrical,20
400079,hzgubhhtky,Cse,18
400080,zewogxckxg,ECE,17
400081,gjpijwsrjd,ECE,21
400082,odtfspoghv,ECE,17
400083,ydlqrxcqdr,Mechanical,21
400084,mfimjokzet,ECE,20
400085,iptqfbtkbd,Electrical,20
400086,swvouwzvid,Cse,22
400087,ltkmszhwxl,Cse,19
400088,ctrpxhkpjk,ECE,17
400089,akjadlgnfl,Cse,18
400090,jglhjvdegv,ECE,20
400091,rcpvvimefb,Cse,21
400092,dbvvuchciv,ECE,21
400093,yjacijxcvz,ECE,21
400094,zhhtuktgzx,Mechanical,22
400095,lfvhuhansd,Electrical,18
400096,ghqmtfulpw,Mechanical,22
400097,xnqbrsnqxk,ECE,18
400098,rwbajluyas,ECE,18
400099,jcmqskzgvv,Mechanical,22
400100,dsdaddayaw,Electrical,22
400101,rfjrnqkunq,Mechanical,19
400102,hiormksduv,ECE,19
400103,waftmoxmhg,Cse,19
400104,hhvufxzezv,Cse,19
400105,vppqfwfnyi,Electrical,17
400106,mtmdrovmnq,ECE,19
400107,pmhevibqkz,Mechanical,21
400108,xulnoqoihx,ECE,22
400109,ihejmmrqnz,Cse,22
400110,wxozhwpjpr,Cse,17
400111,ibpoboqqmr,Cse,21
400112,iivttnnznr,Mechanical,19
400113,dwkfvtjocf,Electrical,18
400114,qrzlwcfyvi,Cse,17
400115,qtftarxvtk,Electrical,17
400116,wazzovrevi,Electrical,17
400117,dojostpkak,Electrical,18
400118,ubkoaspjjw,Cse,21
400119,gkpffnzlez,ECE,22
400120,pbjniwtkzy,ECE,18
400121,efseijwvrc,Cse,22
400122,blaxlsnmgi,Mechanical,21
400123,yjsinvgawm,Mechanical,20
400124,vdatlekwdk,Cse,18
400125,cdxfnsywez,Cse,17
400126,oiiwntdckt,Mechanical,22
400127,vpfvkmrzdc,Electrical,17
400128,fpvrsljojj,Electrical,21
400129,fvzxnaitph,ECE,20
400130,mvcguiejyf,Electrical,22
400131,ancrhaerhs,Mechanical,18
400132,mbwwcmqfad,Mechanical,21
400133,iuizvfpsuo,ECE,20
400134,ighsdnsibl,Electrical,22
400135,aelzzjmfjg,Electrical,18
400136,zxusdrcbkv,Electrical,22
400137,sakuqgdvjm,ECE,21
400138,rymzbdynwi,Electrical,18
400139,yqwenmxtih,ECE,21
400140,zdbagxythr,Mechanical,19
400141,tjsolpkgse,ECE,17
400142,otpsrvkrbc,Mechanical,20
400143,xmwzkjxkfl,ECE,18
400144,jwwwtqrdxv,Electrical,17
400145,uyvfhwmotr,ECE,21
400146,snwimuxtjw,Cse,19
400147,wlgnwyzykd,Cse,19
400148,vimowiqcsn,Electrical,18
400149,goyzzoevtj,ECE,17
400150,kxgqiyfapd,Electrical,18
400151,pstslasqbw,Cse,19
400152,tzunidyskl,Cse,18
400153,wjlgpwomwf,Electrical,20
400154,ugvfocsprr,ECE,22
400155,euxeszouks,ECE,22
400156,yemaoiuagd,ECE,22
400157,sqdsgxqrwa,ECE,19
400158,ueqibumwkq,Electrical,17
400159,cqaxxmlwol,Electrical,20
400160,jrxxailqwl,ECE,19
400161,mfmninviiq,Cse,20
400162,cfiiykdmie,ECE,18
400163,kdymkvtpqk,Mechanical,21
400164,bzoglijyex,Mechanical,20
400165,ftmxnijtzo,Cse,22
400166,egiowheelp,Mechanical,19
400167,irdplqvrfa,Electrical,20
400168,wfubrzmcgk,Electrical,18
400169,vcxddanlab,ECE,19
400170,pcszrltpis,Cse,19
400171,chtvvrimjl,Cse,22
400172,eqcynhylhb,Mechanical,18
400173,gtejaxmutl,Cse,22
400174,ndcdqndeze,ECE,20
400175,kbrhdtxqbm,Cse,18
400176,hpfnwxntyd,Electrical,18
400177,bwlbaywhsn,ECE,19
400178,ozsifubpir,ECE,20
400179,pgkdfblpcl,Mechanical,22
400180,vfzzdxfwig,Electrical,22
400181,zhbeutslgb,Electrical,20
400182,jvryevotpo,ECE,19
400183,cpfjhtqaeh,Electrical,21
400184,xyaapyyjvo,Mechanical,22
400185,wvzbbxwevp,Mechanical,22
400186,twrgcokqex,ECE,21
400187,erhyuogbhj,Cse,21
400188,sqiiykyddu,Cse,21
400189,jqxrdzsehe,Mechanical,20
400190,wwouamqecm,Cse,19
400191,xkqymcekcb,Mechanical,22
400192,slsreibdic,Mechanical,21
400193,eowxkmiiuf,Mechanical,22
400194,rwsdoalpxh,Cse,17
400195,umwakvwhfw,ECE,22
400196,bhxnrnvemy,Cse,22
400197,gldnxvnckj,ECE,19
400198,jwthbaxvmz,ECE,22
400199,swbcxrterw,ECE,20
400200,nhrboxskoe,Cse,20
400201,qfjvxawokp,Electrical,17
400202,uisttftgsd,ECE,21
400203,mfchoxendj,Mechanical,22
400204,kadilyargr,ECE,22
400205,vbckmsfous,ECE,17
400206,tfsckbfknw,Electrical,20
400207,wofltacupk,Electrical,17
400208,gyvjktuzni,ECE,21
400209,mbpirnvfip,ECE,21
400210,lizhnsfzsb,Cse,22
400211,nqgwrmrteb,Mechanical,19
400212,nsvgdnzbxc,Cse,20
400213,gfieskpcag,Cse,17
400214,bvkwtxancl,Cse,19
400215,glwqetjtti,ECE,22
400216,gefhpudgdi,ECE,18
400217,ehzjssinue,ECE,18
400218,adlbfxwoet,ECE,21
400219,pvrkbbqebm,Mechanical,21
400220,gbfzekoxyc,ECE,18
400221,ndxqwvuakk,Electrical,20
400222,mwqftpdwbz,Electrical,17
400223,bjecurnzxn,ECE,22
400224,cchqzkmnrb,ECE,18
400225,zzumnbipac,Electrical,19
400226,rndnekmamq,Mechanical,19
400227,daueautche,Mechanical,19
400228,iebjzpgakk,ECE,22
400229,zvsytzmhje,ECE,18
