RollNo ,Name,Branch,Age
200000,sbfbuwancf,Cse,21
200001,rcvbkzaemg,Electrical,18
200002,sqcqydywjr,Mechanical,19
200003,vvrttyefjz,ECE,19
200004,jysxekplsm,ECE,21
200005,kmzhminmqo,Cse,20
200006,jjoweswabe,Mechanical,18
200007,ebxvygfseb,Mechanical,22
200008,devseoyqko,ECE,20
200009,pkklxjraea,ECE,21
200010,gvdrvsdxrs,Electrical,18
200011,dwftlfqcff,Mechanical,20
200012,fplgsqoojq,Cse,20
200013,styjclfghy,Electrical,21
200014,ybapgtudbm,ECE,22
200015,hxcbcvvraz,Mechanical,22
200016,lgfybxxncg,Mechanical,20
200017,nmptxoaces,Electrical,22
200018,rgqxvtrllk,Mechanical,22
200019,wmqyxdmdco,Electrical,17
200020,vstjrrzogv,ECE,22
200021,gkubyzqpgu,Mechanical,19
200022,jvujvneebf,Cse,22
200023,chllzxsnvq,Mechanical,19
200024,jckqninhpw,ECE,17
200025,xqhtvnhxhp,Cse,21
200026,hhoetyhrtv,Mechanical,17
200027,enlgpkqhdz,Electrical,18
200028,lxmqulumun,ECE,19
200029,kheacehrmm,Cse,22
200030,xowkzxaqzl,Mechanical,22
200031,qoczinpxfn,Electrical,17
200032,olzsxxrwqp,Electrical,18
200033,bkocddcppk,ECE,21
200034,hxwwyosbql,Mechanical,21
200035,apeoponowz,Electrical,22
200036,gqhdjxrjjd,ECE,20
200037,bmzdviyrmn,Mechanical,19
200038,mztgqrodhq,Electrical,22
200039,sqashhceqr,Electrical,18
200040,eneauitddk,Mechanical,19
200041,qnvnwtovzg,Cse,19
200042,qwyorrmknf,Electrical,18
200043,tvyzmlnsww,Cse,20
200044,dboaqtevtq,Mechanical,19
200045,bgqercwkcn,Mechanical,19
200046,wxbjwnaxdi,Mechanical,22
200047,kxrwuqsepz,Cse,21
200048,wonhnccroz,Cse,21
200049,fkhdpnesse,Cse,21
200050,yfimsvsvzq,Electrical,21
200051,mciftknmgr,Electrical,20
200052,nvozaqeous,Mechanical,18
200053,qkkjckkhtl,ECE,21
200054,maaqklchrh,Electrical,18
200055,tvilvbxhlh,ECE,17
200056,rvilgqfmvk,Cse,17
