RollNo ,Name,Branch,Age
100000,jiudwomyow,Electrical,21
100001,amlpyzwpka,Mechanical,21
100002,hjlvofbewc,ECE,17
100003,gbjjnlipmw,ECE,22
100004,lmrjlznaby,Electrical,18
100005,ssbnmiercb,ECE,17
100006,xqveszxgfk,Cse,18
100007,uffgujkocb,ECE,18
100008,lqnkgxzrri,Electrical,19
100009,afooulwiqe,Mechanical,19
100010,guifnbhffn,Cse,19
100011,lecypnxjys,Mechanical,18
100012,utqkcuygyp,Electrical,19
100013,kovcxhmjwt,ECE,19
100014,eoyyusbgkg,Cse,19
100015,sajkgbigeh,Electrical,22
100016,fzbsifvdav,ECE,18
100017,blulmcfkyz,ECE,20
100018,qltghjgcyl,Cse,18
100019,xcqiljemku,Electrical,18
100020,dbzouadffk,Cse,17
100021,doqnteevrg,Cse,22
100022,mgkwosmcow,Mechanical,21
100023,ryddtonohm,Electrical,22
100024,sqrqfksent,ECE,19
100025,zubiukplni,Mechanical,22
100026,clvngwlwuv,Electrical,18
100027,ryymqumgax,ECE,21
100028,kpbsryqacc,Cse,22
100029,exbmdaugpy,ECE,19
100030,quveegzszq,Electrical,18
100031,wpfxjucylg,ECE,21
100032,cdegdqkltn,Mechanical,20
100033,ffzgbemkma,Cse,20
100034,hidrgqicwo,Cse,18
100035,gvvtmkakir,Mechanical,17
100036,qmuudpnrrv,Cse,20
100037,gvdfwppfso,Mechanical,20
100038,zminhnqdev,Mechanical,19
100039,ceaksisgvk,Cse,18
100040,qzqmtrxmpt,Cse,18
100041,wzhmcnhjjs,ECE,18
100042,ymyxzwtdtl,Cse,20
100043,swzkxluryo,ECE,17
100044,mmapzjwqcj,Electrical,19
100045,njocprdsla,Mechanical,17
100046,ycuestuhfr,Electrical,20
100047,apgeiwbpra,Electrical,18
100048,fingqbfeyw,ECE,18
100049,faktztswbh,Electrical,17
100050,neigimaaiw,Electrical,17
100051,qmlxzhljfh,ECE,21
100052,jmfoluckdu,Electrical,18
100053,cjlkfkktgy,Electrical,19
100054,ukxgjixxok,Electrical,18
100055,xmdvkjavkp,Mechanical,17
100056,iqgtjyvmpn,Electrical,17
100057,efptxiwljd,ECE,19
100058,myyywrwmrf,Mechanical,17
100059,wgijmkhznx,Mechanical,19
100060,evvdtzvffx,ECE,20
100061,fqonqrpqzd,Mechanical,20
100062,srjilnwqlt,Mechanical,20
100063,yblzheafbb,Electrical,17
100064,ahwplpxceo,ECE,18
100065,lwcxgpajgo,Electrical,17
100066,qiugxaotcv,Cse,22
100067,qfrikemvmb,Electrical,20
100068,axfpznmith,Mechanical,18
100069,tjigldfczq,Electrical,18
100070,icpwqnthqv,Cse,21
100071,nifowbgmsh,Electrical,17
100072,orwjijtzlu,ECE,19
100073,unirizrqmm,Cse,22
100074,hvgnuotnem,Cse,19
100075,mysbaapywz,Mechanical,19
100076,vixyncuofs,Cse,17
100077,iufdbfnzvw,Cse,17
100078,nmzhfypash,Cse,18
100079,ramcozvslf,Cse,22
100080,poiqpnuuka,Mechanical,21
100081,dekrmegddl,Electrical,21
100082,qsuzamqenu,ECE,22
100083,vfshlgawxw,ECE,19
100084,tugmjrctgr,ECE,22
100085,ldzxjvbqrn,Cse,22
100086,zeoasyavri,Cse,18
100087,zmmhhqbofu,Mechanical,20
100088,xosviesaha,Electrical,22
100089,nmcvgzluhf,Cse,18
100090,ewognxdudg,Cse,18
100091,vljqfnsdtb,ECE,21
100092,fejssudmyb,Electrical,18
100093,keqjsxxjxz,Electrical,22
100094,jeswelhvrw,Mechanical,22
100095,fnmrkujeil,ECE,18
100096,xbdfbpkcgr,Mechanical,22
100097,uhxczxtbsq,Electrical,22
100098,evtvnpxrvx,ECE,20
100099,ttkauyrrsk,Cse,18
100100,flaeguxafu,Cse,20
100101,jqlagklxqy,Mechanical,17
100102,erjfzejruv,Cse,18
100103,jufbsnnyfu,Electrical,20
100104,qgszcznzuo,Electrical,17
100105,bltzcflbgp,ECE,17
100106,abslywprbe,Cse,20
100107,osacfukwag,Mechanical,20
100108,hjosmajjql,ECE,19
100109,hmlexdtduk,Mechanical,19
100110,tmnqqvgpdk,Cse,17
100111,bqghwrdxrd,ECE,18
100112,jjispexwzz,Cse,19
100113,hadomaruaz,Mechanical,21
100114,okpnhrpoui,ECE,20
100115,txlcrbarqv,ECE,20
100116,hyoomyrvel,ECE,20
100117,nqpphwwetw,ECE,22
100118,xjywtxnijz,ECE,21
100119,xulnrpmgfx,Cse,20
100120,cuzlmwgenp,ECE,21
100121,xnklisjrqq,Electrical,17
100122,viqryiozzy,Mechanical,22
100123,audhgjpiuu,Electrical,18
100124,qisifsbpwz,Electrical,21
100125,dwnvoeyuyg,Cse,19
100126,mnqudnhwwd,Mechanical,22
100127,dthjxmegot,Cse,22
100128,lcxwndkzhc,ECE,18
100129,eomvpkqvxk,ECE,19
100130,bnzshsjakr,Cse,17
100131,dxnjzlkgjq,ECE,17
100132,sryipxkzkk,Electrical,17
100133,uaestqdlue,Mechanical,20
100134,lgcojqrsdm,Mechanical,20
100135,dulfltutku,ECE,21
100136,flmwszxaml,Mechanical,18
100137,elluvuzxyq,Mechanical,21
100138,qcowwgrevj,ECE,18
100139,tciezllari,Cse,18
100140,dubhngvuez,Mechanical,21
100141,nancijjwah,Mechanical,22
100142,rvmqnxfhxg,Cse,19
100143,nbivrmfhzm,Electrical,20
100144,nvuznknrzo,Mechanical,20
100145,willqmyjpk,Electrical,17
100146,bplpoymtlt,ECE,19
100147,jozzoiajxa,Electrical,19
100148,higsyamtmh,ECE,19
100149,hnxfydcijx,Mechanical,21
100150,llettaycwj,Mechanical,17
100151,mnhjudedhl,Mechanical,17
100152,hatdkuwfqw,Mechanical,22
100153,zgeoserlte,Electrical,17
100154,poqrzbfxyu,Mechanical,21
100155,ihttrjlhwv,Cse,21
100156,yciaibstvd,Electrical,20
100157,snaosughhi,Mechanical,21
100158,ikzevpsxpe,Mechanical,18
100159,tjqzgunyqj,Electrical,20
100160,aqixhivryu,ECE,21
100161,ibaqlucwju,Electrical,18
100162,gugjuvseeu,ECE,17
100163,npgopoatjk,Mechanical,22
100164,linexgfhnu,Electrical,20
100165,ispwqeiwri,Cse,19
100166,lctgurfaei,ECE,20
100167,tgyinmylns,Cse,19
100168,beovoxjwon,Electrical,21
100169,dkaheycdpr,ECE,18
100170,cqtrttriip,ECE,18
100171,esrdwdalnf,Mechanical,18
100172,vqlxlhcepj,Cse,22
100173,hxlakecbdi,Mechanical,22
100174,nvrewhpvzn,ECE,21
100175,gbtmwzhxrw,Mechanical,17
100176,ksfoirlopo,Electrical,17
100177,ddheimqddl,Electrical,20
100178,iusfvvoesi,Mechanical,22
100179,xnvlkflaki,ECE,21
100180,muymlidzku,Cse,19
100181,jevmpxbeyh,Cse,20
100182,jyqyfgiwpd,ECE,21
100183,ajbydrbudy,Cse,21
100184,pwdtxcksfu,Mechanical,21
100185,lqzkpjuppn,Electrical,17
100186,xjfbgndrlp,Mechanical,19
100187,nmevnuvezu,Electrical,20
100188,njjqpzrref,Electrical,21
100189,kbsysmthdu,Electrical,17
100190,yusxxhmfpg,Mechanical,21
100191,hvxuaxrwkm,ECE,20
100192,vaqzekqnov,Mechanical,21
100193,ogsyomyday,Electrical,21
100194,urktywusgp,Electrical,20
100195,daacyzewwn,Electrical,19
100196,ymgzkkqana,Electrical,17
100197,eojrmrweim,Mechanical,20
