RollNo ,Name,Branch,Age
900000,gnkefqrpaj,Mechanical,21
900001,hcxzimhrbs,Electrical,22
900002,qrvxpjroke,Mechanical,21
900003,ngdbzvgbdl,Mechanical,18
900004,ypjzavkqrv,ECE,19
900005,vccjjccrfe,Electrical,21
900006,texosqotwu,ECE,17
900007,rmiaokqtht,Mechanical,19
900008,dkljsqoykd,Cse,21
900009,sudehkulgl,Mechanical,17
900010,pcfbezgend,Mechanical,17
900011,imvpqkdeej,Mechanical,20
900012,pxloksbpll,ECE,21
900013,gublzkmsqr,Mechanical,17
900014,yrpqrznwah,ECE,18
900015,wffsliofds,Cse,17
900016,ztlkucrawi,Electrical,19
900017,rcbcaqzfmj,Electrical,19
900018,rhlsemuhft,Cse,22
900019,kaecebduiz,ECE,21
900020,eiykollvce,ECE,20
900021,hfdlupwdwl,Electrical,19
900022,vrzmaqmvpn,Cse,21
900023,yndtrxpehm,Mechanical,22
900024,umhypbayel,Cse,19
900025,deaiaatofq,ECE,19
900026,nmexptwbho,Electrical,17
900027,erytjokqeo,Cse,17
900028,avqjffjspa,ECE,22
900029,lhpdzekvtm,Mechanical,19
900030,oiajjhcxkf,Cse,21
900031,qftvcaklfu,ECE,17
900032,obfllqiklm,Cse,22
900033,ineatqmxad,Cse,21
900034,mxgckpnkfh,ECE,20
900035,eacdsaysyu,Mechanical,17
900036,qnxvyxntwu,ECE,22
900037,vsjgmtuuna,Cse,21
900038,xfzpyjlzuf,ECE,19
900039,mcehgtuvme,Cse,20
900040,zdoyueiyws,Mechanical,20
900041,bfgteqnlcm,Cse,21
900042,xoldhrihph,Electrical,18
900043,wuiminrfpr,ECE,22
900044,ecklzcebyq,Electrical,19
900045,unugzijxse,Mechanical,21
900046,slpoafunva,ECE,19
900047,rfucjqvurq,ECE,18
900048,fpusgidutw,Cse,21
900049,aaigfjgaje,Cse,21
900050,esqolwvtxq,Mechanical,21
900051,siqftbwxwj,Electrical,18
900052,cuqhyfiszf,Mechanical,18
900053,jkcnwbxkgm,Cse,20
900054,jezsdkxcpb,Cse,20
900055,usijyxahqm,Electrical,20
900056,peuioufdry,ECE,21
900057,olzngegrls,Electrical,18
900058,bzudqjzmre,Mechanical,21
900059,zirdzydbiz,Electrical,18
900060,tqyryzwtri,Cse,22
900061,xewuznvxld,Mechanical,18
900062,faevwtjrok,ECE,22
900063,uqjinobknj,Cse,21
900064,wdydscaczl,Mechanical,21
900065,pumwirkqsf,Mechanical,17
900066,zucqlmohmc,ECE,20
900067,qqnxfnkfff,Cse,17
900068,zqhvowbbvm,Electrical,22
900069,eyydqxdfwi,Cse,22
900070,glirdlqzsg,Cse,18
900071,sjlvuyadon,Electrical,21
900072,ptsnjbkbuv,Cse,17
900073,lntylypzru,Cse,19
900074,etzvlvbxui,Cse,20
900075,swhjkjvayv,ECE,20
900076,pvfhzsbaxe,Cse,21
900077,sriszfytye,Mechanical,20
900078,rrkvswdkkv,ECE,21
900079,afvnmjrkgt,Mechanical,17
900080,gyzrkspkfo,Electrical,22
900081,dnzfqbqfsu,ECE,18
900082,artuyzxseo,Cse,17
900083,gnicexwvqn,ECE,19
900084,gvcwtccgoh,ECE,20
900085,qqkmhnnmrg,Mechanical,21
900086,lhwuuanfrt,Electrical,18
900087,ffsnsswust,Cse,20
900088,zvakogvhcr,Electrical,19
900089,tcsspkegfd,ECE,19
900090,jvrioneibn,Cse,19
900091,ouiggorxxb,Electrical,17
900092,scxrgosvxu,Cse,17
900093,ssedagdytt,ECE,22
900094,odldvdskfu,Cse,21
900095,cooggqunbh,Mechanical,22
900096,ejewpbxykd,Mechanical,21
900097,fmgmbchxnp,Cse,21
900098,wtknlwegoj,Electrical,21
900099,nzrpihlzhg,ECE,20
900100,jlhjolvyul,ECE,21
900101,mldcudfjcz,ECE,17
900102,jizqsgvobg,Mechanical,21
900103,fsnprbfosy,ECE,18
900104,kiyvyxoupx,ECE,18
900105,vexdddkdkv,Electrical,22
900106,tcuxrwkrta,Cse,19
900107,lrnhhmorgh,ECE,18
900108,jozpmhwusn,Electrical,18
900109,juxrfjytpo,Mechanical,22
900110,nijhmbuoiq,Electrical,18
900111,blnybwifjf,Mechanical,22
900112,ayavryrlae,Mechanical,18
900113,xqwnemskxu,Mechanical,20
900114,cyktklxlkt,Electrical,18
900115,vxbkontcse,Cse,21
900116,pclaazwtct,Mechanical,17
900117,nmxyezqsyh,Electrical,22
900118,eqsfshjnim,Electrical,22
900119,hpirhgkqio,Electrical,21
