RollNo ,Name,Branch,Age
0,hxfsbnzdqk,Cse,21
1,ahzhgynlpx,ECE,19
2,lwfqlgxbak,ECE,19
3,bzgszqtgrk,Mechanical,22
4,rwrwrjuaej,Electrical,20
5,rfbtmphdzy,Electrical,21
6,apqspwriag,ECE,17
7,bjlyhzzxiy,Cse,21
8,dbllswyead,Mechanical,22
9,lkomjpbjub,Electrical,20
10,rucdymqake,ECE,20
11,rvhwflovbg,ECE,19
12,agvsoqqfom,ECE,21
13,eqrwqtossf,ECE,21
14,qqhjasexhg,ECE,19
15,faqnwigbki,Mechanical,18
16,bzrlrfkipd,Electrical,21
17,osjnzpsdbw,ECE,17
18,nciqhhccsw,Electrical,20
19,wbcwxiohgo,ECE,19
20,gizxttkvml,Mechanical,22
21,sdpmrplbne,Mechanical,22
22,zcwoioithk,Electrical,19
23,oihizvvchz,ECE,19
24,cvfzvvthgf,Cse,18
25,dreypsskwu,Mechanical,20
26,cafuzhffon,ECE,17
27,ywqcyxcqiw,ECE,22
28,nzdnkgcybm,Mechanical,22
29,xoijcujpib,Electrical,22
30,ghuxqmpejz,ECE,20
31,dzazjsqlgc,ECE,18
32,tbakinqmoy,ECE,17
33,zkxqjkvbvo,Mechanical,19
34,yqglmjxwwe,Electrical,17
35,czxbetmrcc,Electrical,20
36,cbwqtzbnwf,Cse,18
37,cdvjqttpjx,Cse,19
38,ohoxgkshsp,Electrical,17
39,nyqfxkgoml,Electrical,17
40,kszhurfnlt,Mechanical,18
41,spbwoqvdfh,Electrical,22
42,obfktfuoxs,Cse,17
43,knvulqcvsz,ECE,18
44,mmwtlquxqi,Electrical,18
45,xlkgrznciy,Mechanical,22
46,janawlvimv,Cse,21
47,kyhcqymako,Mechanical,18
48,pcfmgovmkf,Electrical,22
49,yhlysiyrib,Cse,20
50,gdchehppkx,Mechanical,20
51,mseyubvgau,Mechanical,22
52,gvkjdbywpb,Mechanical,18
53,uokiigtlrs,Electrical,17
54,mzvjlcreot,Electrical,21
55,qypswuhriy,Electrical,20
56,eqkuujxuqm,ECE,21
57,fofbuesjhu,Cse,22
58,mcljsdtxec,Electrical,21
59,vjnnbsdzun,Cse,21
60,hikweorttc,Electrical,19
61,xqwxlwegwt,ECE,17
62,ffgtxabqtl,Mechanical,18
63,nzpiwevakv,ECE,18
64,uxkrxqqckd,ECE,17
65,mhenjbtfdj,Mechanical,20
66,yhlksamgye,Cse,20
67,sozinmhghe,ECE,20
68,wmxdgqtdig,ECE,17
69,nncofzclzv,ECE,18
70,bfdawfimfn,ECE,22
71,lrckhjdbdz,Electrical,22
72,mblpftuklt,Cse,18
73,epwzorccka,Electrical,22
74,emqrhqkycc,Electrical,22
75,vnknoldclh,Electrical,19
76,jfdgtejlje,Mechanical,19
77,qgahptaixw,Electrical,20
78,vaphacwmmy,Electrical,21
79,burrsngwiv,Electrical,21
80,knzijmdlpw,Mechanical,22
81,fvafwaacbr,Cse,22
82,gbijrwvmnl,Mechanical,19
83,uunjwzrnns,Cse,17
84,phzwmnrvex,Mechanical,22
85,pevceatceb,Electrical,19
86,jjdzymvutk,Cse,22
87,oyqvrdueay,Cse,17
88,zubtbzglpc,Electrical,20
89,ncvhdcmpxy,Electrical,22
90,fqbjcvlfuy,Mechanical,19
91,lmnkklzrak,Electrical,22
92,mcmpgjnvge,ECE,20
93,iowejwsmgb,Electrical,18
94,rznipbchhh,Electrical,18
95,aamhmemwvi,Electrical,22
96,szwtgdfnrt,Cse,22
97,agglhomkyp,Mechanical,18
98,tqvgkuwslv,ECE,20
99,xjepwgtkyr,Cse,19
100,peavjkxuce,ECE,19
101,bsdgosbzeq,ECE,20
102,twflblenwn,Mechanical,21
103,nzesjlbjat,Cse,17
104,pbfnuvsgyq,Mechanical,19
105,gxzhjzdeet,Mechanical,21
106,qrmptsbmav,Mechanical,21
107,qnimwetsuu,Mechanical,17
108,ypaqpoegnw,Mechanical,18
109,nzkgxsjppn,Cse,21
110,arzabstmww,ECE,20
111,mjbfefgphr,ECE,17
112,ncqypqmncw,ECE,21
113,vywvitzbaa,Mechanical,19
114,isnyoizszn,Cse,21
115,ndtskiciqc,Mechanical,17
116,ivsojhfiof,Cse,22
117,ojjuruhxgo,ECE,17
118,fndtqosfmt,ECE,20
119,zcpldoetdz,Mechanical,19
120,ihnazojihm,Mechanical,19
121,zcaospnhxj,Cse,19
122,oieabzxthm,Cse,20
123,foqdrziprf,Electrical,22
124,nusiurriwu,ECE,22
125,dujwvlcnpl,Mechanical,19
126,swmvkvslbd,Electrical,20
127,kejvmevfnv,Electrical,17
128,dktdocwnmz,Cse,22
129,hixypvvjzc,ECE,17
130,hsrpekoxyl,ECE,19
131,otkyagmaka,Electrical,18
132,fydhofgvfi,ECE,20
133,dmmbrahedi,Cse,18
134,mqwwqdmbij,ECE,21
135,lbsgoobttt,Cse,19
136,htylyfkdfs,Mechanical,19
137,ypaicmaeje,Cse,21
138,yvmexlbnvf,Electrical,21
139,ddiijgcjai,ECE,19
140,envpmntxih,Mechanical,19
141,kygwppwjfj,Cse,21
142,nzpkiijime,ECE,20
143,sbuyvfhnaf,Mechanical,21
144,baobltaxof,Mechanical,22
145,lmddmmvvbq,Mechanical,19
146,obztfpyqfv,Electrical,20
147,qmgbbviyse,Cse,21
148,djuweihuav,Electrical,17
149,sytehbirqa,Cse,18
150,gflejfknhr,Electrical,17
151,ywuksadggv,Electrical,20
152,htfrsxlfkz,Cse,19
153,uymbtyrkac,ECE,17
154,dqsmdrysfn,Mechanical,19
155,nhnucahmwz,Mechanical,22
156,eomliteoro,ECE,20
157,xrgqksysyk,Electrical,21
158,tvnytxjsof,ECE,17
159,gxrduwhyso,Electrical,21
160,igobwtthby,Electrical,20
161,thcyhdbjkz,Cse,18
162,eneudvxibl,Cse,19
163,hictlqfvxa,Cse,20
164,ebtuwmcfsi,Mechanical,17
165,bcycixmgms,Mechanical,22
166,dcerxcupen,Cse,17
167,eqhuvdvnez,Cse,17
168,foqzgmhvlr,Electrical,21
169,rwdjwkonpy,Mechanical,17
170,tlktbjhjhw,Electrical,21
171,mtewbfakaz,ECE,20
172,tnfuwesani,Electrical,17
173,fcqscsyjmt,Cse,20
174,rjawkfjfky,Electrical,19
175,eprbtnygum,ECE,22
176,imkxirgoqy,Electrical,21
177,idduzceumc,Mechanical,20
178,zxiobmoyym,Mechanical,21
179,nupxbiifex,Cse,18
180,kxjumxnbly,Electrical,19
181,dorrbcffbz,Mechanical,20
182,mefobywbju,Mechanical,21
183,gnlcglwsfz,ECE,19
184,wfqfjkmttl,Electrical,18
185,umstjnniff,Mechanical,21
186,fwwfwjsdnd,ECE,19
187,uoedmkzrih,Electrical,21
188,ritpdmjyxz,Mechanical,18
189,ftvvobiosf,Electrical,18
190,fsjnvuoavi,Mechanical,19
191,nmszqrjtub,Cse,21
192,znyveagjsz,Mechanical,19
193,povhtbfyaz,Mechanical,22
194,bualzczzgy,Mechanical,21
195,soulounkbe,Electrical,18
196,epjtdgreru,Electrical,18
197,maqhnolitu,Cse,19
198,ghisicswbt,Electrical,18
199,wkabcqrmqj,Mechanical,18
200,uykbxiycph,Electrical,17
201,jelgwtvfse,Electrical,21
202,qpafbanfjk,Electrical,19
203,bhsqxlmgtt,Mechanical,21
204,wqoebdovlr,Mechanical,17
205,pjyjnyxntj,Electrical,21
206,bgewyhuriw,ECE,20
207,hwbipkyydq,ECE,20
208,pelirbygtj,ECE,22
209,ngmesymxjs,Electrical,19
210,zxaxdomurd,Electrical,20
211,ecjderymrc,Electrical,19
212,ybrjpbppvc,Cse,21
213,kamztexphh,Cse,20
214,ujjcmkzvcd,ECE,19
215,iqiidlhrke,ECE,19
216,eepadfxdcr,Mechanical,19
217,thajogyhrn,Electrical,18
218,vodxhnyghb,Cse,17
219,fwqcxmnjuo,Mechanical,19
220,nfovkdmuyh,Electrical,17
221,himdodhvjh,Electrical,20
222,azjkslvdpx,Mechanical,20
223,duyvqzlzkv,Mechanical,22
224,rpdjrktdgv,Mechanical,18
225,jjdmfeajgf,Cse,17
226,uswxvlkoch,Cse,22
227,seuveymnda,ECE,17
228,uzibahbfex,ECE,19
229,opvnbmjluh,ECE,17
230,omeyprmlaf,Mechanical,17
231,kjyicmdlwa,ECE,19
232,jbbqyszckv,Cse,17
233,sjkuhqtkug,Mechanical,19
234,eszrfwfcib,ECE,19
235,ksztginzlf,Mechanical,22
236,pqjkziydkt,Mechanical,20
237,furuzkmjqz,Electrical,21
238,astvwoyqcc,Mechanical,20
239,xnbcgzaonu,Electrical,19
240,zvzcmlabpx,Cse,22
241,yfyftyhxdl,Cse,17
242,dguntqioev,ECE,18
243,moqkzvponc,ECE,20
244,cgaohqjvpg,Cse,17
245,dtceeckeff,ECE,17
246,eewvnwzoph,ECE,21
247,ektdnzkwru,Cse,18
248,zseeskpfcm,Cse,22
249,itzkpdfewk,Cse,20
250,zplcnylfxc,Cse,18
251,iovkexrokj,Cse,19
252,hdncgzxnxl,Mechanical,17
253,bbxjkdnsom,ECE,17
254,iyjnxfwjac,Cse,20
255,mvbibsalop,ECE,18
256,groqcovpth,ECE,20
257,rdsfnxqysc,Mechanical,18
258,jiqpxhjpmx,ECE,18
259,okogfyegyr,ECE,19
260,uduenodkhq,Electrical,20
261,wyvqszewmn,Mechanical,19
262,szjmexmmeh,Cse,18
263,kcfbxfoebh,Cse,21
264,ultzjbvznt,ECE,22
265,sqtwskxqmj,ECE,22
266,ghoviidoyc,Mechanical,21
267,myibufmgpo,Mechanical,20
268,izgldtfodh,ECE,21
269,yceetxxzob,Cse,18
270,bbcssgiyfu,Electrical,20
271,htgzbjzssg,ECE,22
272,abypreuzsy,Electrical,22
273,suflwcjpei,Cse,21
274,jdqwguhape,ECE,21
275,yprgirgsqr,Cse,21
276,paonkoodyn,Cse,17
277,yryqczuwql,ECE,20
278,ampqpxqxvl,ECE,21
279,gmszjflmye,Mechanical,20
280,cqzwvqptxh,Cse,18
281,utsxoewjrp,ECE,19
282,lhiavrwbqc,Mechanical,21
283,npqyuwscxv,Electrical,22
284,lurfbtjjvb,Cse,21
285,tqgktwqllj,Mechanical,18
286,jareyqaqxq,ECE,18
287,qdxujwdppx,Mechanical,19
288,iihaprolxm,ECE,21
289,lrcoqcaldy,Cse,21
290,sjvvxkwqza,ECE,22
291,tcpadjaxfd,ECE,18
292,brkmugjlih,Electrical,20
293,sdyyfmxssu,Electrical,18
294,yijemcldph,Cse,19
295,yuhoiizemw,Mechanical,19
296,frimtisvwd,Cse,18
297,viaaybatfw,Electrical,22
298,syxupqozql,ECE,20
299,fejomzubdu,ECE,20
300,uktddvfihc,Mechanical,21
301,boajwmjubg,Electrical,20
302,yqmaofjphq,Mechanical,17
