RollNo ,Name,Branch,Age
500,pdrtzclhjr,ECE,20
501,fdkzbnaboa,ECE,20
502,ptvtsipmyw,Electrical,19
503,jvjvfxzehc,Mechanical,17
504,fhyuuyetwi,Cse,18
505,ffjqxhnhki,ECE,18
506,mdzkuplbar,Electrical,20
507,chhbzstzlz,Mechanical,19
508,tfblbbalhk,ECE,19
509,jetlkjsyfn,Mechanical,19
510,afrwqgosmd,ECE,17
511,iqgclbonys,Electrical,21
512,oeaeedtdhk,Electrical,19
513,smwmyxpaku,Electrical,22
514,zffuyqyqcl,Mechanical,18
515,ixydogfbjj,Electrical,18
516,txouwmanne,Electrical,20
517,sxhpplsldd,Mechanical,19
518,fobwzosjkw,Mechanical,21
519,zbybkpglff,Electrical,17
520,pekquqfhex,Mechanical,22
521,wwaxazdvuo,Mechanical,20
522,pxvpinipae,Cse,17
523,hpkgbostae,Electrical,19
524,jqgodtggkq,Cse,18
525,iqkrcjykuv,Mechanical,20
526,unhxsgnmgw,ECE,21
527,qkhogkmcyv,Electrical,22
528,qsfrkbnons,Mechanical,22
529,dmbqsuptod,Cse,20
530,drtvwiqrwb,Electrical,20
531,ievvecprok,Electrical,20
532,djnclawaat,Electrical,22
533,jeennkjgvl,Electrical,21
534,fwvdcfkwia,Mechanical,18
535,rfxvfehbnj,ECE,20
536,gtrzophkhb,Cse,17
537,gsqxaxdnmw,Electrical,22
538,qmlucxumzg,ECE,21
539,fwjkicqwpo,Mechanical,19
540,adcnbobebo,Mechanical,22
541,hqvsaagknj,Electrical,18
542,rnscmnyoom,ECE,18
543,dxxcqpsgrl,Cse,21
544,qucumrhtnh,Electrical,18
545,dvncuyplgc,Mechanical,20
546,juxblmzyqu,Cse,20
547,micmabnyfp,Mechanical,22
548,lcwszghpip,Electrical,17
549,npgdbvbejd,Cse,19
550,gqligxqtve,ECE,20
551,gzvworhslz,Cse,20
552,zjcooqodyp,ECE,22
553,jlwbdhmqox,ECE,20
554,zanlsboisb,Mechanical,22
555,dltotbtkqc,ECE,18
556,ahnwrydwea,Electrical,21
557,epkjstzslh,Mechanical,22
558,lvjwntbsct,Cse,22
559,kdhrmctkkg,Mechanical,22
560,jzcfabylxb,Mechanical,18
561,orxeuyejfj,ECE,22
562,agtrnanzgo,ECE,17
563,erqhhicybq,Cse,20
564,dkottvsfbb,Cse,22
565,icaipkkedx,Mechanical,17
566,dfqanhitba,Mechanical,19
567,ozidgzvgfe,Mechanical,20
568,vdigkvnflm,Cse,17
569,qronqkzpnx,Cse,22
570,mnrtqleerw,Mechanical,22
571,fxafatnsdo,Electrical,17
572,tsnhrftnxg,ECE,21
573,gcwidacumm,Mechanical,21
574,gwsyvqhrxm,Cse,19
575,gmgtaitqwy,Cse,21
576,vxwihadbre,Mechanical,18
577,arexwkmvgv,Electrical,20
578,tcguwzzlbx,Electrical,21
579,lufbveexbt,ECE,20
580,mabqiqndst,Cse,21
581,olvoplgbpv,ECE,22
582,xloxromlcz,Cse,19
583,hgcyyrlptp,Electrical,19
584,qalbodzeid,Cse,17
585,iicdbtqlcx,Cse,22
586,vtsulfetxt,Electrical,17
587,lcwmqdqppa,Electrical,19
588,vumhplsmiv,ECE,18
589,ehqnweyaoc,Electrical,17
590,brtaxmnaox,Cse,19
591,emhmigyggp,Electrical,18
592,kttvjotcxq,Mechanical,18
593,hwdnlffupj,Mechanical,19
594,kflnfywvti,Cse,18
595,rfrwjqpurn,ECE,17
596,qihadpbzqp,Mechanical,22
597,ofsajtgjyi,ECE,17
598,dowcxsodgg,Cse,20
599,waecxjpyhy,Mechanical,22
