RollNo ,Name,Branch,Age
600,felxmpvsgu,Cse,20
601,ihgzagaxwb,ECE,19
602,ybhxxnhcla,Mechanical,22
603,wijbjlcnze,Electrical,17
604,qoxzbteyxo,ECE,18
605,rkhpzamfxo,Mechanical,19
606,haxrnkkspg,ECE,21
607,stanjmguss,Electrical,22
608,auvtbmktqr,Mechanical,17
609,inohbigafi,Mechanical,22
610,qbkvqeajfj,Cse,19
611,gnbvrkoumk,Electrical,22
612,cocmedamrh,ECE,17
613,ajvnetxcwd,Cse,19
614,adaemoovnv,Electrical,19
615,zilpfbsgvd,Mechanical,22
616,zbsubidaos,Electrical,17
617,kqrtlznzkg,Mechanical,19
618,sncmkqvggs,ECE,18
619,mfukssfopk,Cse,22
620,gvgiwnncip,ECE,20
621,splslpksjf,Cse,18
622,qnyfndljtd,Mechanical,19
623,uoovukyklc,Mechanical,18
624,fbmjlowxnt,ECE,20
625,yndsknafkq,Cse,22
626,dcpiglkicp,Mechanical,21
627,xyvsyyujwu,Electrical,21
628,xfrsmvxxkb,Mechanical,22
629,jinyieiqac,Mechanical,22
630,ylaifykpmt,ECE,22
631,bukrjehhjk,Electrical,20
632,khkxhbmgcg,Cse,22
633,eekruwxsnp,Electrical,19
634,srmzacxzvt,Cse,17
635,ylzwosaglm,Mechanical,19
636,aeentplwit,Cse,20
637,swarwzwslg,Cse,20
638,jycjryxlzp,Mechanical,22
639,bferkuzdyx,Cse,21
640,mnyguflnqc,Cse,22
641,cpncyniaya,Electrical,21
642,psdqgogwvw,Electrical,18
643,audkbethdt,ECE,18
644,kwjhrrefaz,Cse,19
645,igennjxwup,Electrical,21
646,giktbfjqvl,Mechanical,18
647,ywthpjcmse,Mechanical,19
648,swpjyawmbn,Electrical,22
649,hqrdvivgux,Cse,21
650,fqmvlaozoc,Cse,20
651,npkfglmlwu,Cse,17
652,dbjwoxcpjd,Mechanical,20
653,jfguvxdnjo,Mechanical,19
654,aqnndnlvov,Electrical,19
655,uioiikjhaa,Cse,22
656,ffzcwnbesu,Electrical,17
657,ohjwttjbdx,Electrical,18
658,nqwsjaaipp,Cse,17
659,nqaxdvzfmk,ECE,21
660,spocygxftx,Cse,18
661,lrrhyvsbzv,Electrical,22
662,jlhynznylu,Electrical,20
663,ncfqytnjez,Mechanical,17
664,gjgmeyypoc,Electrical,18
665,fnamqsbmnn,Electrical,21
666,bkynnogldv,Cse,22
667,hjbgnavvej,Mechanical,19
668,whgskzztob,Mechanical,20
669,rewjhkoepa,Mechanical,17
670,sibiuthubb,ECE,19
671,xyurxlcqch,Cse,21
672,skciebqemg,ECE,21
673,riahxknseq,ECE,22
674,bxhdkqyghw,Mechanical,18
675,drtkjkinph,ECE,18
676,qmwqodqfme,ECE,21
677,liuersfgvi,ECE,20
678,xgzrbkjsgj,ECE,21
679,ctkuvkjcow,Mechanical,18
680,hurerrricb,ECE,20
681,rociqwnmvp,Cse,21
682,bbnaumkzeo,Cse,20
683,hqlygegrid,ECE,19
684,nxjhhqkayb,ECE,17
685,fvevjrgocf,ECE,20
686,muiaynzaxy,Cse,18
687,gjnfsfokxc,Mechanical,17
688,erwmommdlq,Cse,20
689,grjjynkyym,ECE,21
690,ehhvtfcasb,Electrical,20
691,muajbfgnfa,ECE,17
692,ldkpqywiqc,Electrical,19
693,ugwtwgmfbz,Cse,19
694,gmijvkohqn,ECE,18
695,inrojzenej,Electrical,20
696,icnmaahrip,Electrical,20
697,ydcnjuzfyn,Electrical,20
698,wfguweyewg,ECE,18
699,qjriaxkvrz,Cse,18
