RollNo ,Name,Branch,Age
200,oycybglqhu,Cse,22
201,sxwxyssyjt,Mechanical,20
202,oaovclumno,Electrical,22
203,nlanzobdeh,ECE,22
204,ddukktdbip,Electrical,22
205,ojlqychjlz,Electrical,20
206,kujfrtoazm,Cse,20
207,soflkrzvgg,Cse,22
208,ebhhxnqbuv,Electrical,22
209,enbeetxujz,Cse,19
210,czvtqnofwp,ECE,19
211,rqitfcrpag,Mechanical,18
212,kkyxgfjifm,Cse,18
213,edazsjltlg,ECE,18
214,yllniheior,Mechanical,22
215,qyygptuyut,Electrical,19
216,wlcepoprfn,ECE,21
217,neniqpvkhb,ECE,17
218,ponnviluyi,Electrical,18
219,gwsptvatpw,Mechanical,22
220,oldijwufow,Electrical,17
221,iwrvduzivd,Mechanical,17
222,gpectamxji,ECE,19
223,ghlhvcjahc,Cse,22
224,fyaaonjzzb,Cse,18
225,cywxtyyicp,Cse,18
226,wkokdwnado,ECE,17
227,qszrnixiws,ECE,17
228,mlpgyryvgy,Electrical,19
229,jvsjbkjewa,Cse,21
230,jmsiudhrje,Mechanical,17
231,cwnfynteoi,Cse,19
232,yclyfoiire,Cse,21
233,dqbrcfhnot,Mechanical,20
234,jrbkblsntv,Mechanical,20
235,lxzopmokkm,Mechanical,22
236,zsrfbcsjvo,Electrical,19
237,fmraywhmpp,ECE,22
238,blfadqbkwe,Electrical,19
239,suncblebro,Mechanical,18
240,iqouszthvj,Electrical,20
241,sxyleyaxru,ECE,19
242,bqteipjvsp,Cse,21
243,xddfohxqmd,Electrical,21
244,umznpyugtu,ECE,19
245,aicvcktudl,Mechanical,18
246,joqiiptexf,ECE,20
247,gsyjwxsnen,Electrical,21
248,jvvtflruqq,Cse,22
249,mbbgicsiqk,Mechanical,19
250,csltervbla,Mechanical,21
251,woliundpvk,Electrical,20
252,enckvehdqd,ECE,19
253,gfmlfrsxho,ECE,19
254,ikrwhuqtxu,Electrical,20
255,wvqlzzmpfv,Cse,22
256,jmvmjtpqpq,Electrical,20
257,ryttpaogdj,Electrical,21
258,oxygkikbtp,ECE,20
259,lezcmekoya,ECE,18
260,wruodxiyfr,Mechanical,19
261,fdqlxxaeqz,Electrical,18
262,pmxyhlmmzz,Cse,19
263,qpvilfdunj,Electrical,17
264,lavrstrnmc,Mechanical,21
265,odojobvxgl,Cse,21
266,kuxwkmnewv,Mechanical,18
267,awvhfesjhw,Cse,21
268,ovnnrkvnas,ECE,18
269,fxpxbjxhhb,Electrical,18
270,fnncmaatje,Mechanical,20
271,dzzjftcwwy,Mechanical,18
272,xrwwgzgluj,Mechanical,20
273,kujwzfeksp,Cse,19
274,zmzbgrcndv,Electrical,17
275,iztucitbre,Cse,19
276,kzayueozem,Mechanical,22
277,gpwmlxmots,ECE,18
278,kgfjgxokfi,ECE,20
279,dbixswnrxb,ECE,20
280,osbtobhzxf,ECE,20
281,dqtdjmluwm,Mechanical,17
282,gmsygrbmse,ECE,21
283,rniicxrdxe,Mechanical,20
284,tnukbxmkvn,Mechanical,18
285,gwkyvcfpoi,ECE,19
286,bxigkroncc,Mechanical,19
287,mcvuxtdndp,Cse,17
288,gkujaslxoz,Mechanical,17
289,mynrcybiau,ECE,22
290,unsiwemwbs,ECE,21
291,yxswvmbods,Cse,18
292,wkgiweabii,Mechanical,22
293,awqyqnytbs,Electrical,19
294,xhgivqjpfo,ECE,17
295,zsyvmjofgy,Electrical,19
296,dvcmkgcmqn,Electrical,17
297,olfbubkztn,Cse,18
298,kwffwfnbyn,Cse,21
299,idswmccfqv,Electrical,17
