RollNo ,Name,Branch,Age
800,ymhcudymza,Electrical,19
801,kaaukalhkj,ECE,19
802,opofvvozwi,ECE,21
803,qsutmjklch,Electrical,21
804,nqdwtgplyb,Cse,20
805,wtjkibfkmo,Electrical,18
806,ldbnpdvyxd,Mechanical,19
807,jetxerixqj,Mechanical,19
808,walfhetqua,Cse,20
809,qhtbpovsft,Electrical,17
810,ywfokfrqqi,Cse,22
811,ejkrhdxjps,Electrical,22
812,wmblljbeyz,Mechanical,18
813,hqjqglkwbw,ECE,20
814,ahqvcvlzbb,Electrical,17
815,bgmaqvjoqg,ECE,21
816,jdcwwdnejm,ECE,19
817,qlpwpbbmup,Cse,20
818,ymwstxoqau,Cse,21
819,eiwawjxiqs,Cse,22
820,nkduklrzse,Electrical,17
821,dhrqghsolo,Cse,21
822,ogzeefzbxk,Electrical,20
823,uuephiobje,Electrical,18
824,wrsdzrfgbl,Mechanical,20
825,lqpjbhgvzi,ECE,21
826,shovzhrwry,Mechanical,17
827,iqbenuatzu,Mechanical,21
828,bszkphvrfd,ECE,17
829,yajwknvaiu,Electrical,17
830,ewqmmdqkdf,Electrical,21
831,iingzmcajk,Electrical,17
832,vuujckvlnk,Mechanical,22
833,acvupmyfdh,Cse,22
834,idstvhngnp,Cse,22
835,ywxdhdopso,Mechanical,21
836,dznuyjogdl,Electrical,20
837,nywdsvktrn,ECE,20
838,gewvsolsau,Electrical,19
839,kirxtauozx,Electrical,20
840,gytaozlyrt,Cse,20
841,uwkzfmavqs,Cse,20
842,gniyowvuje,Electrical,18
843,cnlradjuat,Electrical,22
844,lczuzvxlke,Mechanical,19
845,aawehamduf,ECE,22
846,nexkwjjliz,ECE,17
847,vnqhrrpydy,Mechanical,19
848,socpzmivlb,Electrical,21
849,lndivedvcq,Electrical,18
850,psbfsdatwo,ECE,18
851,mmmjpnpyqj,Cse,21
852,wzrrneswsz,Electrical,20
853,wpovbmoefa,Electrical,22
854,qkqppzfjjq,Electrical,18
855,avvxksdgfg,Cse,22
856,rawaluzdic,Electrical,20
857,pnqyhdrdar,Cse,20
858,crrhibgvtp,Electrical,21
859,eguryndcpx,Mechanical,22
860,nwxyrmczdo,Cse,19
861,mrdjthxaoh,ECE,21
862,bqwfhbfvge,Mechanical,21
863,dcmfxfoasy,ECE,19
864,zmsallrqxp,Electrical,21
865,rhggzeofvs,ECE,21
866,kutykkpnzc,ECE,21
867,faoxlhxlrh,Mechanical,19
868,lavnkqnbnu,ECE,19
869,ekgegmvcml,Electrical,17
870,yaujxtfyru,Mechanical,18
871,rdvokxhlde,Electrical,20
872,ggamqvrwco,Cse,20
873,udlgjvkuzj,ECE,22
874,lllpgtkgjb,Cse,17
875,gauwmznlnm,Cse,17
876,zzxsfxokzi,Cse,17
877,cpgvphdzql,Cse,17
878,mwfhiuxltl,Electrical,18
879,uaghqnernk,ECE,22
880,uycafqeqdp,Cse,20
881,bigjircotk,Cse,20
882,qunfafyyof,Mechanical,17
883,brdebcnksv,Electrical,19
884,pyytqnbktl,Cse,19
885,iaeowzeulz,Electrical,21
886,ljfnzdeivd,ECE,20
887,cccseazmlo,Cse,20
888,wmlfjvzvra,ECE,21
889,gwdjvzwfhh,Cse,18
890,fbgbtcniwt,Cse,17
891,jmnuskaagh,Cse,18
892,yytnpkjvpx,ECE,21
893,drdcvzfaga,Cse,17
894,mdrgdtilom,Cse,17
895,pbyqflgpbk,ECE,18
896,oijiszltnx,Mechanical,21
897,bkmdrrtkrv,Cse,22
898,gbzozqirex,Electrical,21
899,oxyyrubmso,ECE,19
