RollNo ,Name,Branch,Age
400,htmxakunse,Electrical,17
401,niokhqqffn,Electrical,22
402,iztyfhpgsr,Mechanical,20
403,avyjbnuzls,Electrical,21
404,hhhjxjsdhh,Cse,19
405,jvylbrjxbz,Cse,22
406,zvxnltsydj,ECE,20
407,yxuqriarvb,Cse,21
408,ugjdrfgozf,Mechanical,19
409,dyvxelnadf,Electrical,19
410,ouevpbvyof,ECE,17
411,yepborfkjc,Mechanical,20
412,wlythgrqvu,ECE,22
413,nnmxrvospb,Electrical,20
414,kwsoypgxsx,ECE,22
415,eqbooyouet,Cse,20
416,kxiquknsph,Cse,21
417,oneclmafux,ECE,17
418,sphjtmxduq,ECE,18
419,duouiublfe,Mechanical,22
420,cozllghxot,Cse,19
421,dknnwjzgku,Mechanical,19
422,odcxakxtzw,Mechanical,18
423,qprrjnazdn,Cse,20
424,sospuljadh,ECE,20
425,nguwxvuxis,ECE,20
426,nawpoaogua,ECE,18
427,zdkktkcacf,ECE,22
428,pidbjfowou,Mechanical,18
429,znzwlitumw,Cse,19
430,vxeovyyrdx,Cse,19
431,fjuamuyekv,Cse,20
432,iulvdlznzs,Cse,18
433,sxdxqiokpy,Mechanical,19
434,fjezehfhru,Mechanical,20
435,ylfebpskoa,Cse,17
436,kadsgqmfup,ECE,22
437,oekidjcpno,Mechanical,19
438,xlnqlacmmr,Electrical,18
439,upkwmzkjrw,Electrical,22
440,lnyvgakqhr,Electrical,20
441,cdvrviixaf,Mechanical,19
442,fkqnldyhhl,Mechanical,18
443,vzqcbyvwtx,ECE,18
444,wjhngpqeep,ECE,21
445,lakhflfvap,Cse,18
446,knhcfgrklv,Mechanical,22
447,hrvauibapu,Electrical,19
448,rmwbdvrnzq,ECE,18
449,gbrkhswgtr,ECE,18
450,vpgthpnlds,Mechanical,20
451,vkrxqqkrzz,Mechanical,17
452,mpsmdxnuwq,Mechanical,17
453,nzdhvzsgkb,ECE,22
454,dzzavmisrl,Mechanical,18
455,fvlkodberx,ECE,19
456,fpiuwbbjls,Mechanical,20
457,ftoyljzvck,Cse,17
458,fyxriajizo,Cse,18
459,cyqtlfqyau,ECE,22
460,tkaczwnnik,Electrical,20
461,tzctzndigw,ECE,21
462,dhvcfmxjof,ECE,21
463,dfzbuftfnq,ECE,18
464,kxjspfcxyq,ECE,18
465,oldcouinkf,Cse,20
466,fwzuakolyp,Cse,20
467,cmtjtabhuh,ECE,19
468,lvnqvpppap,Electrical,21
469,hxwacwjfmu,ECE,22
470,frwdehwwju,ECE,19
471,jlcqcgjwkr,ECE,21
472,uwlxhdgllm,Mechanical,19
473,ranmekhtkg,Electrical,22
474,nwocmzvykw,Electrical,17
475,buhbdmaowd,Mechanical,19
476,pyqldwurgo,Cse,20
477,dxnqqsskga,Cse,20
478,sbpqxajwct,Mechanical,18
479,avdlfopejo,Electrical,17
480,tjqfjvbunv,Cse,22
481,zxrczszwju,Mechanical,21
482,gducgmkhnf,ECE,18
483,gktlnujivv,Cse,17
484,uzwehbhrcm,Cse,22
485,fhibrvjube,ECE,21
486,jcdyqtrvxo,Electrical,17
487,jzknueosbk,Electrical,17
488,vzkdtiznzj,Mechanical,17
489,edsyfjummb,ECE,21
490,pggtuesfsr,Mechanical,19
491,cdtlxoxaul,Mechanical,22
492,xxdqabhqzc,ECE,20
493,ccjfyybijq,Cse,22
494,bvesqefjgg,Mechanical,20
495,rubhiklfrn,Cse,18
496,rsmphhdqhj,Electrical,20
497,hjcxfkukts,Mechanical,18
498,kbvjtxmrdl,Cse,21
499,djmhtykwdw,Mechanical,21
