RollNo ,Name,Branch,Age
900,gruanvjlie,Mechanical,19
901,ziaeedfhyt,Cse,20
902,xpfscjfvpq,ECE,21
903,kehjthcvyi,ECE,17
904,fhwtoistio,Cse,22
905,rmukhvlmzv,Cse,22
906,acradyuffy,ECE,19
907,edxzjznkwx,Mechanical,21
908,wdsrbfsxnx,Mechanical,18
909,nrggjxkdwe,Mechanical,20
910,gxrymdjkhn,Electrical,19
911,cmymbrqovn,ECE,20
912,thtfsmlquo,Cse,19
913,dxwxipafpo,Mechanical,22
914,vlddmcpskc,Mechanical,18
915,omsvfhfoui,ECE,17
916,jduawkquab,Electrical,18
917,vhjjpsfpyg,Electrical,21
918,duwzmslwtf,Cse,17
919,gmujjprgql,Mechanical,20
920,mteijzjkpn,ECE,21
921,meikvkmibo,Electrical,21
922,unramtxsta,Cse,17
923,zmcpwojofv,ECE,22
924,liaonnwagh,Cse,18
925,eeuzraktds,Cse,21
926,bsknrkykmh,Mechanical,18
927,zbrfnwdbny,Electrical,20
928,kpulmkoefa,ECE,18
929,utmdvhghgx,ECE,17
930,yjcrlddzvi,Cse,20
931,foxrjdxoaz,Electrical,19
932,xtgecxwozc,Mechanical,22
933,rbibvbnzlo,Mechanical,22
934,frryvgnsuk,Electrical,20
935,qnysatecoc,Mechanical,17
936,ettbyzpprt,Cse,17
937,vkxjumtvqp,ECE,18
938,kdachbyxlm,Mechanical,19
939,plkmiktknk,ECE,22
940,hqshhnuglz,Electrical,20
941,fbrorrumoy,Electrical,18
942,qdejpvzxjy,Electrical,22
943,tkmcncmtlv,ECE,21
944,szfxrpdsrk,Cse,21
945,yrqwpmmudy,Mechanical,21
946,mtirirrtjm,Cse,19
947,xkpkhougjk,ECE,20
948,nacsjgzqux,Electrical,21
949,kcbzvmyptm,Electrical,18
950,jsgtvfcqnm,Electrical,21
951,czkzelyucn,Mechanical,20
952,yvtlcmmycv,Mechanical,21
953,oqofowmrou,ECE,17
954,acrfgeviwv,Electrical,17
955,ccqgcijqgc,Electrical,19
956,uehamwlevl,Electrical,20
957,rjqbcfwcuy,Electrical,22
958,ktahanbkwz,Cse,18
959,ipnyjeispi,Electrical,17
960,tcrgsdaqle,Cse,21
961,rwrpodyhor,Mechanical,17
962,oyngpjnrhe,Mechanical,21
963,ukpcfacsse,Mechanical,18
964,zexiwajmqz,Mechanical,19
965,cyvorckybv,Cse,21
966,dctbcisqev,ECE,22
967,mikdidusyu,Electrical,18
968,cucfujfyxn,Electrical,22
969,kmiiruarok,Electrical,20
970,yidpjmjlns,ECE,19
971,qkhiibxfdn,ECE,18
972,hdtfassgsp,Mechanical,18
973,vlnkbbzdjt,Cse,21
974,cdpxavsusf,ECE,22
975,shzvaqliqf,Electrical,22
976,hohbuqxcrq,ECE,20
977,qddqsnhhba,ECE,21
978,vetlgsoivs,ECE,21
979,ubuarkwcdy,ECE,19
980,yfiufwkqaf,Mechanical,21
981,mszuilbige,Electrical,19
982,uzvhjgrefc,ECE,19
983,evujrqvdgf,Mechanical,18
984,fmkiavcmcs,Cse,17
985,xmcupmxqyf,ECE,20
986,cxbppmbsuc,Mechanical,19
987,ruxvcuiiuq,ECE,18
988,mvbgxvbczk,Mechanical,18
989,kipulngnqs,Mechanical,17
990,axrzxtiepn,Electrical,19
991,vrzyufunhc,Mechanical,20
992,lggbalveeq,ECE,21
993,nlpztmhvso,Electrical,19
994,mjbnwpghpy,Cse,18
995,fyjcqmttri,ECE,19
996,pwbokyivsm,Mechanical,21
997,qyehvaptyc,Electrical,18
998,xjkyjmpjok,Electrical,22
999,rxixudzewv,Electrical,22
