RollNo ,Name,Branch,Age
338,pdpuhmchti,Cse,22
380,apdtmutwpd,Electrical,18
342,hkgnsfnvad,Cse,18
350,swgisutftk,Mechanical,17
317,xqbfqidjud,Cse,20
364,qqjvovbcov,Mechanical,17
310,whrnueagrj,Electrical,22
390,qlarxpgova,Cse,21
315,desdtpugdh,Cse,22
371,zuthjgjzai,Mechanical,17
352,cuhmgayeyp,Mechanical,19
351,plzthppuko,Cse,20
378,jzpsfuhwtu,Electrical,20
343,zhtzykyvje,Cse,22
383,mregjbepzn,ECE,19
318,fllmbanmem,Cse,17
312,jnjjvpjeme,Electrical,17
362,qzslluolvq,Mechanical,18
344,jxpkkmuvac,Cse,20
376,ougrhbcofo,ECE,21
324,lopokukwdb,ECE,18
398,orggrmtnnl,Electrical,19
313,esdkzpnxkr,ECE,22
363,hwgalkfoki,Mechanical,22
337,tanidrpogp,Electrical,18
357,fkhrdtzxnw,Mechanical,21
308,nkcueibeza,Electrical,20
331,sogwsbyzuy,Mechanical,20
316,tvjketsiei,Cse,22
382,fpjzqossgy,Cse,17
320,nxxothouef,Mechanical,22
386,vtpqsacwdr,ECE,19
391,cmqkhzyvgv,Cse,17
379,onyfmtwsse,Electrical,22
395,eyiaasnsct,Cse,20
366,pbjlsibwnf,Cse,21
335,leywejlskk,Mechanical,22
374,msxsdlxled,Mechanical,19
307,brizdjtdnw,Cse,21
388,ateeggfenv,Electrical,18
309,dmcsuoayaj,Electrical,18
321,mbksxvbkxv,Electrical,22
387,rfwzmyfdkr,Electrical,19
360,sjxklgfdhv,ECE,17
340,gdgccnkfuz,ECE,17
345,ttpstmqgwg,Mechanical,17
347,nouwotkfwx,Cse,20
399,uuwfrgqfqj,ECE,19
355,uvbsjmgtyl,Cse,20
369,ahbeemccki,Cse,22
372,czoxhpxytp,Electrical,22
354,syflyixrsy,Cse,17
394,zktpkonpii,ECE,22
375,yhwragukky,Mechanical,22
304,syxcmkdeja,Electrical,22
323,ebonsrupvn,Mechanical,22
359,uepkevmhgy,Electrical,19
365,txyrowfbzk,ECE,18
392,ssqhhdejib,Mechanical,18
325,masvewlnvg,ECE,19
370,htwvuucmlh,ECE,18
339,qekienjjpx,ECE,20
327,nwkwshsczs,Electrical,18
393,fjwejmpkfj,Mechanical,17
353,rjpqfliwjx,Cse,21
358,mpypatvfex,ECE,21
303,zjpbybcrce,ECE,22
326,ixyoajghih,ECE,19
346,lbgcxqbjda,Mechanical,19
333,dkiqgcjdbp,Mechanical,20
341,njwwnfsjxd,Mechanical,22
332,nhoxaydlkg,ECE,19
389,othhqpkvph,ECE,21
361,skarfhapbr,Cse,18
349,aymkpcrafg,Mechanical,18
348,shoyojqetc,Cse,20
385,bbplfmhlob,ECE,18
329,decvsmzrbo,ECE,22
305,ixvslzlyox,Mechanical,17
381,tzhnovcusl,Mechanical,20
356,ctgwmefucr,Cse,18
301,wuidudirfg,Mechanical,21
302,vamozbbzsm,Electrical,20
311,rbxgeqnhgd,Cse,22
396,ewqxmdjytl,Electrical,21
322,bpxytbhqnp,Cse,20
367,vsbgnxsovh,ECE,19
397,bsbsmcbdav,ECE,18
384,iozvjijteh,Electrical,22
334,welwuvjxak,ECE,18
368,bncsgwxvvr,Mechanical,19
377,ornzrtgebh,Mechanical,18
336,tjkbnjzllg,ECE,17
328,qtrregeoci,Electrical,22
300,axftgycxrr,Mechanical,20
306,lasblzgsog,Electrical,22
330,iacxvfaplq,Mechanical,22
314,bbmyazyknt,ECE,18
373,bjxltdzeee,Cse,21
319,yygqqbfzua,Electrical,22
