RollNo ,Name,Branch,Age
72,nqnehryylf,ECE,21
5,jeydijgwik,Mechanical,22
10,vxwzfuvayx,Cse,21
18,ddcrktcoyp,ECE,19
94,cypxwvmcom,ECE,18
54,dlvovhsdit,Electrical,22
83,rduzfnanij,ECE,19
63,jwadtecazn,Cse,17
62,ahjvvwijnu,Electrical,21
34,zadldmfwvc,Mechanical,21
8,ctjpqgbbpc,ECE,19
68,xjgicqpovl,ECE,22
88,ypkyrvcclf,Electrical,18
95,xhatmgolgp,Mechanical,19
82,opyxzkocnu,ECE,20
64,mcewmzoeqn,Electrical,22
84,xfdyqokpvy,Electrical,21
45,zsxkuuowek,Cse,19
35,zhesomhwvt,ECE,19
56,vfvtowmafp,Electrical,19
37,fuarmawoxr,ECE,17
7,yyxmytrcar,Mechanical,17
12,kwsylspvpb,Cse,17
46,moggtpdtgj,Electrical,21
27,rwsrvhhhwi,Cse,19
11,ljfkthgxdd,ECE,18
9,odfpmrvyag,ECE,22
39,vhoycfphcj,ECE,18
99,gmwkbenhyp,Cse,18
0,fdxsckgzwm,Cse,22
80,kadfdwcxmo,Electrical,17
50,gpuemlelsu,Cse,21
85,ytmenddtkp,Electrical,22
67,gnmzlcerzn,ECE,22
32,tehgifmvuz,Electrical,21
70,pmmabgggix,Cse,17
4,dlsspxjmum,ECE,21
3,ylkxpzoibn,Mechanical,21
16,tnlpgmjefd,Electrical,20
30,cimbxojpwx,Cse,20
90,xldzyieosd,Cse,19
55,iboyukclog,Cse,20
15,nddxvmzish,Electrical,20
91,tmboenfimp,ECE,21
60,mtcurddxgq,Electrical,22
42,qnqvomcsjm,ECE,22
87,qscppezvud,ECE,17
31,auzgofxlxt,Electrical,18
66,btolferrjh,ECE,22
36,xkjxxftsvy,ECE,18
81,mwrxgpadak,Electrical,21
41,nnsltofjjt,ECE,20
17,gimpwkfmyj,ECE,21
73,urczlgrvds,Cse,20
92,gijbjzlbiu,ECE,20
48,dajocxocdx,Mechanical,17
76,cyichdpuxb,Electrical,17
75,obccbtpjwg,ECE,17
20,tduodwzwyx,Electrical,17
40,sdxiajuqgo,Electrical,17
65,iyntgitwmb,Mechanical,21
38,rpgvanakeu,Mechanical,17
24,lwzvthdeol,Mechanical,18
53,wdwuhovdqe,Mechanical,21
47,bzcyhxxoin,Cse,21
2,orhioxgmta,Mechanical,22
1,typohtllyz,Electrical,17
25,xrmyzjlsvh,Cse,17
28,fuocpsuqyi,Electrical,17
93,kfgktdubgb,ECE,22
71,gpsssrdxnd,Electrical,18
96,dcaiossqna,ECE,18
6,yimftnijeu,Mechanical,17
52,plfckpvszo,Electrical,21
43,omhjltimmk,Cse,21
21,bsoldyrabb,ECE,22
23,mgowfahsct,Cse,17
86,kjxflieuwt,Electrical,18
58,dguhvrdqbx,ECE,22
14,xhapfnabma,ECE,17
77,hdpqrrwitw,ECE,19
44,ekdadacjwe,Mechanical,18
29,uszcgnozqs,Electrical,21
49,xcqukgrxlg,ECE,22
89,ebfrrxazaj,Electrical,18
78,qzdhgfxwvy,Electrical,19
59,jydrngmwsu,ECE,21
33,mappvvxciu,ECE,21
19,kmqhvowkpm,Cse,21
98,dbjizcsnlp,ECE,22
57,nlfezkrxpv,Electrical,22
79,tgmvrwocdc,Cse,20
13,nwmgyedpay,Mechanical,20
69,ozsrsayape,Mechanical,17
26,eziyixtzhp,ECE,17
61,ghzxofkzpu,Electrical,21
74,ndiuxwpeaz,Cse,20
51,ktkraossjk,ECE,19
22,anofilsadi,Cse,20
97,pgvdiztqrn,Electrical,22
