RollNo ,Name,Branch,Age
0,fdxsckgzwm,Cse,22
1,typohtllyz,Electrical,17
2,orhioxgmta,Mechanical,22
3,ylkxpzoibn,Mechanical,21
4,dlsspxjmum,ECE,21
5,jeydijgwik,Mechanical,22
6,yimftnijeu,Mechanical,17
7,yyxmytrcar,Mechanical,17
8,ctjpqgbbpc,ECE,19
9,odfpmrvyag,ECE,22
10,vxwzfuvayx,Cse,21
11,ljfkthgxdd,ECE,18
12,kwsylspvpb,Cse,17
13,nwmgyedpay,Mechanical,20
14,xhapfnabma,ECE,17
15,nddxvmzish,Electrical,20
16,tnlpgmjefd,Electrical,20
17,gimpwkfmyj,ECE,21
18,ddcrktcoyp,ECE,19
19,kmqhvowkpm,Cse,21
20,tduodwzwyx,Electrical,17
21,bsoldyrabb,ECE,22
22,anofilsadi,Cse,20
23,mgowfahsct,Cse,17
24,lwzvthdeol,Mechanical,18
25,xrmyzjlsvh,Cse,17
26,eziyixtzhp,ECE,17
27,rwsrvhhhwi,Cse,19
28,fuocpsuqyi,Electrical,17
29,uszcgnozqs,Electrical,21
30,cimbxojpwx,Cse,20
31,auzgofxlxt,Electrical,18
32,tehgifmvuz,Electrical,21
33,mappvvxciu,ECE,21
34,zadldmfwvc,Mechanical,21
35,zhesomhwvt,ECE,19
36,xkjxxftsvy,ECE,18
37,fuarmawoxr,ECE,17
38,rpgvanakeu,Mechanical,17
39,vhoycfphcj,ECE,18
40,sdxiajuqgo,Electrical,17
41,nnsltofjjt,ECE,20
42,qnqvomcsjm,ECE,22
43,omhjltimmk,Cse,21
44,ekdadacjwe,Mechanical,18
45,zsxkuuowek,Cse,19
46,moggtpdtgj,Electrical,21
47,bzcyhxxoin,Cse,21
48,dajocxocdx,Mechanical,17
49,xcqukgrxlg,ECE,22
50,gpuemlelsu,Cse,21
51,ktkraossjk,ECE,19
52,plfckpvszo,Electrical,21
53,wdwuhovdqe,Mechanical,21
54,dlvovhsdit,Electrical,22
55,iboyukclog,Cse,20
56,vfvtowmafp,Electrical,19
57,nlfezkrxpv,Electrical,22
58,dguhvrdqbx,ECE,22
59,jydrngmwsu,ECE,21
60,mtcurddxgq,Electrical,22
61,ghzxofkzpu,Electrical,21
62,ahjvvwijnu,Electrical,21
63,jwadtecazn,Cse,17
64,mcewmzoeqn,Electrical,22
65,iyntgitwmb,Mechanical,21
66,btolferrjh,ECE,22
67,gnmzlcerzn,ECE,22
68,xjgicqpovl,ECE,22
69,ozsrsayape,Mechanical,17
70,pmmabgggix,Cse,17
71,gpsssrdxnd,Electrical,18
72,nqnehryylf,ECE,21
73,urczlgrvds,Cse,20
74,ndiuxwpeaz,Cse,20
75,obccbtpjwg,ECE,17
76,cyichdpuxb,Electrical,17
77,hdpqrrwitw,ECE,19
78,qzdhgfxwvy,Electrical,19
79,tgmvrwocdc,Cse,20
80,kadfdwcxmo,Electrical,17
81,mwrxgpadak,Electrical,21
82,opyxzkocnu,ECE,20
83,rduzfnanij,ECE,19
84,xfdyqokpvy,Electrical,21
85,ytmenddtkp,Electrical,22
86,kjxflieuwt,Electrical,18
87,qscppezvud,ECE,17
88,ypkyrvcclf,Electrical,18
89,ebfrrxazaj,Electrical,18
90,xldzyieosd,Cse,19
91,tmboenfimp,ECE,21
92,gijbjzlbiu,ECE,20
93,kfgktdubgb,ECE,22
94,cypxwvmcom,ECE,18
95,xhatmgolgp,Mechanical,19
96,dcaiossqna,ECE,18
97,pgvdiztqrn,Electrical,22
98,dbjizcsnlp,ECE,22
99,gmwkbenhyp,Cse,18
