RollNo ,Name,Branch,Age
722,ufaanmcpob,ECE,21
740,hhrzmsriul,Mechanical,18
784,nluzyoslrz,ECE,21
748,qifrvizivo,Cse,18
733,atilsirrtw,Mechanical,19
745,znhhehdpsn,Electrical,18
782,cbcstemebu,Mechanical,22
797,hvshuimrps,Electrical,22
790,lbepushqkn,ECE,20
706,qvxqzomtsm,Cse,19
720,igtopslzsj,Cse,18
735,gzblcxfoev,Mechanical,22
750,zmskxjbjcw,Electrical,17
792,zdheqymvtn,ECE,19
789,padrgxahff,Cse,21
786,wqrffcscge,Electrical,18
741,cuwearnlrx,Cse,22
770,yjkazxksil,ECE,18
717,fpgdcustmb,ECE,17
757,onuktowhvq,Cse,17
714,emozewjmlk,Electrical,17
742,gpkzujjlui,Electrical,19
746,zakrruvsdc,Electrical,19
721,kzbfmptnst,Mechanical,22
737,ckfmxwvjxo,Electrical,22
785,hcjostxkxp,Mechanical,18
791,ueattnmxkq,Cse,20
751,nissodgfih,Electrical,17
725,eqiwrdyvvt,Mechanical,20
776,pwikocuyyz,ECE,21
711,ayzgstmsqw,Mechanical,17
712,dwfjppbkqm,Cse,20
756,ixsogfnjxe,Mechanical,19
752,gxxdvggdan,ECE,18
787,nyrkqtqtsq,Cse,19
728,rlofzoiamy,Mechanical,17
758,yndsvodyrv,ECE,19
788,ldsqjgezsb,ECE,21
718,mxfvujinsx,ECE,18
796,ckretmpxow,ECE,17
724,chfguhbxys,Electrical,18
731,hwdutoardb,Electrical,22
771,nnraotekcv,Cse,20
738,qaqvczgmus,Cse,17
729,walslkvygm,Electrical,17
762,cnvenygogm,Cse,19
781,fnyzedqnmp,ECE,21
736,ebaoyzvnxb,Electrical,20
707,leyxqhqvvw,Mechanical,18
754,gceqnzvcyt,Mechanical,20
747,ambvtgglwm,ECE,20
779,thzcrkazio,Electrical,18
772,flnhxrzfvx,Cse,18
755,qitxalwpck,Cse,18
719,dsemznyhxg,ECE,21
759,bzfuyodpmf,ECE,19
753,nyhvmtxvgf,ECE,19
764,avfqluhxkf,Mechanical,22
795,kfdwgfcade,ECE,18
723,dpvkshgotg,Mechanical,18
709,xnjtnbjzwv,Cse,18
798,ofqiwvkzom,ECE,21
774,xlymgqlogz,Electrical,21
783,nlusrxgzfl,Electrical,18
705,hwcekblrnk,Cse,22
708,gdclimayqw,Mechanical,20
744,mggppqlgti,Electrical,21
766,vhrfxivtxr,Electrical,17
730,nvsdbahrtg,ECE,20
715,hrieodzatb,Cse,18
739,azhqytcesk,ECE,17
763,bruyiwwfps,Cse,17
761,zrtprirlcb,Electrical,18
780,igcpbemdwp,Cse,17
732,qlxqnfzule,ECE,22
701,izgmzyqblt,Cse,20
765,ruisdoovla,Electrical,19
775,pollvidvob,Electrical,21
799,bqfjruhsid,ECE,19
734,hvabjbmhgc,Mechanical,19
716,sufgrzscmq,Mechanical,21
700,qurbswgfje,Cse,20
704,wyqcjcrvgi,Electrical,22
773,pharzcribt,Mechanical,21
703,mvzpmhbmjz,Mechanical,17
760,judqxzhkdt,Mechanical,17
768,rtpwpqtfmi,Mechanical,20
743,zmdqedqeit,Mechanical,21
727,eawuyybxxv,ECE,20
702,mkydlqlqhv,ECE,18
778,udczhsigey,Electrical,22
793,yjiymdfbct,ECE,21
769,wqkhmrdhsw,ECE,19
710,zxhtdfgcix,ECE,21
777,rrnbfvgssq,Electrical,20
749,hmmydzkaox,ECE,17
726,suvayufryu,Cse,22
794,sntgzvvqbv,ECE,21
713,jviceuztut,Cse,18
767,jkjcjjxmlj,Mechanical,21
