RollNo ,Name,Branch,Age
222,gpectamxji,ECE,19
204,ddukktdbip,Electrical,22
224,fyaaonjzzb,Cse,18
235,lxzopmokkm,Mechanical,22
263,qpvilfdunj,Electrical,17
287,mcvuxtdndp,Cse,17
243,xddfohxqmd,Electrical,21
207,soflkrzvgg,Cse,22
264,lavrstrnmc,Mechanical,21
218,ponnviluyi,Electrical,18
248,jvvtflruqq,Cse,22
249,mbbgicsiqk,Mechanical,19
277,gpwmlxmots,ECE,18
214,yllniheior,Mechanical,22
232,yclyfoiire,Cse,21
284,tnukbxmkvn,Mechanical,18
239,suncblebro,Mechanical,18
267,awvhfesjhw,Cse,21
268,ovnnrkvnas,ECE,18
266,kuxwkmnewv,Mechanical,18
229,jvsjbkjewa,Cse,21
262,pmxyhlmmzz,Cse,19
211,rqitfcrpag,Mechanical,18
294,xhgivqjpfo,ECE,17
226,wkokdwnado,ECE,17
298,kwffwfnbyn,Cse,21
273,kujwzfeksp,Cse,19
206,kujfrtoazm,Cse,20
274,zmzbgrcndv,Electrical,17
241,sxyleyaxru,ECE,19
283,rniicxrdxe,Mechanical,20
230,jmsiudhrje,Mechanical,17
215,qyygptuyut,Electrical,19
233,dqbrcfhnot,Mechanical,20
201,sxwxyssyjt,Mechanical,20
219,gwsptvatpw,Mechanical,22
281,dqtdjmluwm,Mechanical,17
250,csltervbla,Mechanical,21
253,gfmlfrsxho,ECE,19
202,oaovclumno,Electrical,22
246,joqiiptexf,ECE,20
257,ryttpaogdj,Electrical,21
292,wkgiweabii,Mechanical,22
203,nlanzobdeh,ECE,22
271,dzzjftcwwy,Mechanical,18
231,cwnfynteoi,Cse,19
288,gkujaslxoz,Mechanical,17
251,woliundpvk,Electrical,20
258,oxygkikbtp,ECE,20
244,umznpyugtu,ECE,19
255,wvqlzzmpfv,Cse,22
228,mlpgyryvgy,Electrical,19
276,kzayueozem,Mechanical,22
278,kgfjgxokfi,ECE,20
221,iwrvduzivd,Mechanical,17
265,odojobvxgl,Cse,21
254,ikrwhuqtxu,Electrical,20
279,dbixswnrxb,ECE,20
209,enbeetxujz,Cse,19
217,neniqpvkhb,ECE,17
282,gmsygrbmse,ECE,21
223,ghlhvcjahc,Cse,22
240,iqouszthvj,Electrical,20
252,enckvehdqd,ECE,19
210,czvtqnofwp,ECE,19
296,dvcmkgcmqn,Electrical,17
260,wruodxiyfr,Mechanical,19
234,jrbkblsntv,Mechanical,20
289,mynrcybiau,ECE,22
297,olfbubkztn,Cse,18
286,bxigkroncc,Mechanical,19
238,blfadqbkwe,Electrical,19
275,iztucitbre,Cse,19
256,jmvmjtpqpq,Electrical,20
259,lezcmekoya,ECE,18
212,kkyxgfjifm,Cse,18
208,ebhhxnqbuv,Electrical,22
236,zsrfbcsjvo,Electrical,19
290,unsiwemwbs,ECE,21
242,bqteipjvsp,Cse,21
200,oycybglqhu,Cse,22
299,idswmccfqv,Electrical,17
237,fmraywhmpp,ECE,22
285,gwkyvcfpoi,ECE,19
272,xrwwgzgluj,Mechanical,20
269,fxpxbjxhhb,Electrical,18
247,gsyjwxsnen,Electrical,21
220,oldijwufow,Electrical,17
225,cywxtyyicp,Cse,18
295,zsyvmjofgy,Electrical,19
261,fdqlxxaeqz,Electrical,18
280,osbtobhzxf,ECE,20
213,edazsjltlg,ECE,18
227,qszrnixiws,ECE,17
245,aicvcktudl,Mechanical,18
293,awqyqnytbs,Electrical,19
270,fnncmaatje,Mechanical,20
291,yxswvmbods,Cse,18
216,wlcepoprfn,ECE,21
205,ojlqychjlz,Electrical,20
