RollNo ,Name,Branch,Age
416,kxiquknsph,Cse,21
470,frwdehwwju,ECE,19
422,odcxakxtzw,Mechanical,18
405,jvylbrjxbz,Cse,22
466,fwzuakolyp,Cse,20
403,avyjbnuzls,Electrical,21
455,fvlkodberx,ECE,19
490,pggtuesfsr,Mechanical,19
478,sbpqxajwct,Mechanical,18
428,pidbjfowou,Mechanical,18
450,vpgthpnlds,Mechanical,20
448,rmwbdvrnzq,ECE,18
446,knhcfgrklv,Mechanical,22
407,yxuqriarvb,Cse,21
415,eqbooyouet,Cse,20
479,avdlfopejo,Electrical,17
439,upkwmzkjrw,Electrical,22
472,uwlxhdgllm,Mechanical,19
433,sxdxqiokpy,Mechanical,19
424,sospuljadh,ECE,20
487,jzknueosbk,Electrical,17
442,fkqnldyhhl,Mechanical,18
411,yepborfkjc,Mechanical,20
485,fhibrvjube,ECE,21
443,vzqcbyvwtx,ECE,18
441,cdvrviixaf,Mechanical,19
426,nawpoaogua,ECE,18
404,hhhjxjsdhh,Cse,19
467,cmtjtabhuh,ECE,19
401,niokhqqffn,Electrical,22
400,htmxakunse,Electrical,17
454,dzzavmisrl,Mechanical,18
453,nzdhvzsgkb,ECE,22
410,ouevpbvyof,ECE,17
475,buhbdmaowd,Mechanical,19
496,rsmphhdqhj,Electrical,20
499,djmhtykwdw,Mechanical,21
497,hjcxfkukts,Mechanical,18
445,lakhflfvap,Cse,18
429,znzwlitumw,Cse,19
493,ccjfyybijq,Cse,22
437,oekidjcpno,Mechanical,19
402,iztyfhpgsr,Mechanical,20
459,cyqtlfqyau,ECE,22
414,kwsoypgxsx,ECE,22
469,hxwacwjfmu,ECE,22
480,tjqfjvbunv,Cse,22
435,ylfebpskoa,Cse,17
458,fyxriajizo,Cse,18
491,cdtlxoxaul,Mechanical,22
483,gktlnujivv,Cse,17
476,pyqldwurgo,Cse,20
447,hrvauibapu,Electrical,19
482,gducgmkhnf,ECE,18
477,dxnqqsskga,Cse,20
486,jcdyqtrvxo,Electrical,17
430,vxeovyyrdx,Cse,19
438,xlnqlacmmr,Electrical,18
444,wjhngpqeep,ECE,21
418,sphjtmxduq,ECE,18
436,kadsgqmfup,ECE,22
474,nwocmzvykw,Electrical,17
473,ranmekhtkg,Electrical,22
423,qprrjnazdn,Cse,20
417,oneclmafux,ECE,17
468,lvnqvpppap,Electrical,21
440,lnyvgakqhr,Electrical,20
460,tkaczwnnik,Electrical,20
409,dyvxelnadf,Electrical,19
465,oldcouinkf,Cse,20
408,ugjdrfgozf,Mechanical,19
498,kbvjtxmrdl,Cse,21
427,zdkktkcacf,ECE,22
456,fpiuwbbjls,Mechanical,20
495,rubhiklfrn,Cse,18
489,edsyfjummb,ECE,21
463,dfzbuftfnq,ECE,18
406,zvxnltsydj,ECE,20
457,ftoyljzvck,Cse,17
452,mpsmdxnuwq,Mechanical,17
471,jlcqcgjwkr,ECE,21
434,fjezehfhru,Mechanical,20
432,iulvdlznzs,Cse,18
494,bvesqefjgg,Mechanical,20
492,xxdqabhqzc,ECE,20
425,nguwxvuxis,ECE,20
419,duouiublfe,Mechanical,22
420,cozllghxot,Cse,19
431,fjuamuyekv,Cse,20
488,vzkdtiznzj,Mechanical,17
484,uzwehbhrcm,Cse,22
451,vkrxqqkrzz,Mechanical,17
464,kxjspfcxyq,ECE,18
449,gbrkhswgtr,ECE,18
413,nnmxrvospb,Electrical,20
421,dknnwjzgku,Mechanical,19
461,tzctzndigw,ECE,21
462,dhvcfmxjof,ECE,21
412,wlythgrqvu,ECE,22
481,zxrczszwju,Mechanical,21
