RollNo ,Name,Branch,Age
857,pnqyhdrdar,Cse,20
822,ogzeefzbxk,Electrical,20
852,wzrrneswsz,Electrical,20
817,qlpwpbbmup,Cse,20
846,nexkwjjliz,ECE,17
854,qkqppzfjjq,Electrical,18
876,zzxsfxokzi,Cse,17
828,bszkphvrfd,ECE,17
812,wmblljbeyz,Mechanical,18
804,nqdwtgplyb,Cse,20
835,ywxdhdopso,Mechanical,21
809,qhtbpovsft,Electrical,17
862,bqwfhbfvge,Mechanical,21
868,lavnkqnbnu,ECE,19
878,mwfhiuxltl,Electrical,18
843,cnlradjuat,Electrical,22
855,avvxksdgfg,Cse,22
851,mmmjpnpyqj,Cse,21
893,drdcvzfaga,Cse,17
829,yajwknvaiu,Electrical,17
896,oijiszltnx,Mechanical,21
895,pbyqflgpbk,ECE,18
875,gauwmznlnm,Cse,17
827,iqbenuatzu,Mechanical,21
899,oxyyrubmso,ECE,19
864,zmsallrqxp,Electrical,21
845,aawehamduf,ECE,22
801,kaaukalhkj,ECE,19
844,lczuzvxlke,Mechanical,19
861,mrdjthxaoh,ECE,21
818,ymwstxoqau,Cse,21
837,nywdsvktrn,ECE,20
803,qsutmjklch,Electrical,21
891,jmnuskaagh,Cse,18
833,acvupmyfdh,Cse,22
848,socpzmivlb,Electrical,21
850,psbfsdatwo,ECE,18
872,ggamqvrwco,Cse,20
842,gniyowvuje,Electrical,18
830,ewqmmdqkdf,Electrical,21
882,qunfafyyof,Mechanical,17
890,fbgbtcniwt,Cse,17
816,jdcwwdnejm,ECE,19
802,opofvvozwi,ECE,21
853,wpovbmoefa,Electrical,22
887,cccseazmlo,Cse,20
889,gwdjvzwfhh,Cse,18
849,lndivedvcq,Electrical,18
885,iaeowzeulz,Electrical,21
813,hqjqglkwbw,ECE,20
836,dznuyjogdl,Electrical,20
826,shovzhrwry,Mechanical,17
832,vuujckvlnk,Mechanical,22
860,nwxyrmczdo,Cse,19
897,bkmdrrtkrv,Cse,22
805,wtjkibfkmo,Electrical,18
831,iingzmcajk,Electrical,17
871,rdvokxhlde,Electrical,20
811,ejkrhdxjps,Electrical,22
870,yaujxtfyru,Mechanical,18
869,ekgegmvcml,Electrical,17
883,brdebcnksv,Electrical,19
866,kutykkpnzc,ECE,21
847,vnqhrrpydy,Mechanical,19
824,wrsdzrfgbl,Mechanical,20
821,dhrqghsolo,Cse,21
856,rawaluzdic,Electrical,20
877,cpgvphdzql,Cse,17
814,ahqvcvlzbb,Electrical,17
865,rhggzeofvs,ECE,21
810,ywfokfrqqi,Cse,22
834,idstvhngnp,Cse,22
858,crrhibgvtp,Electrical,21
881,bigjircotk,Cse,20
886,ljfnzdeivd,ECE,20
863,dcmfxfoasy,ECE,19
880,uycafqeqdp,Cse,20
894,mdrgdtilom,Cse,17
898,gbzozqirex,Electrical,21
807,jetxerixqj,Mechanical,19
888,wmlfjvzvra,ECE,21
859,eguryndcpx,Mechanical,22
874,lllpgtkgjb,Cse,17
819,eiwawjxiqs,Cse,22
884,pyytqnbktl,Cse,19
808,walfhetqua,Cse,20
800,ymhcudymza,Electrical,19
823,uuephiobje,Electrical,18
892,yytnpkjvpx,ECE,21
867,faoxlhxlrh,Mechanical,19
838,gewvsolsau,Electrical,19
815,bgmaqvjoqg,ECE,21
839,kirxtauozx,Electrical,20
879,uaghqnernk,ECE,22
840,gytaozlyrt,Cse,20
820,nkduklrzse,Electrical,17
873,udlgjvkuzj,ECE,22
841,uwkzfmavqs,Cse,20
825,lqpjbhgvzi,ECE,21
806,ldbnpdvyxd,Mechanical,19
