RollNo ,Name,Branch,Age
986,cxbppmbsuc,Mechanical,19
929,utmdvhghgx,ECE,17
900,gruanvjlie,Mechanical,19
977,qddqsnhhba,ECE,21
939,plkmiktknk,ECE,22
991,vrzyufunhc,Mechanical,20
958,ktahanbkwz,Cse,18
966,dctbcisqev,ECE,22
914,vlddmcpskc,Mechanical,18
980,yfiufwkqaf,Mechanical,21
935,qnysatecoc,Mechanical,17
941,fbrorrumoy,Electrical,18
995,fyjcqmttri,ECE,19
951,czkzelyucn,Mechanical,20
974,cdpxavsusf,ECE,22
993,nlpztmhvso,Electrical,19
997,qyehvaptyc,Electrical,18
907,edxzjznkwx,Mechanical,21
930,yjcrlddzvi,Cse,20
925,eeuzraktds,Cse,21
910,gxrymdjkhn,Electrical,19
912,thtfsmlquo,Cse,19
908,wdsrbfsxnx,Mechanical,18
922,unramtxsta,Cse,17
921,meikvkmibo,Electrical,21
940,hqshhnuglz,Electrical,20
902,xpfscjfvpq,ECE,21
971,qkhiibxfdn,ECE,18
982,uzvhjgrefc,ECE,19
987,ruxvcuiiuq,ECE,18
949,kcbzvmyptm,Electrical,18
920,mteijzjkpn,ECE,21
981,mszuilbige,Electrical,19
901,ziaeedfhyt,Cse,20
926,bsknrkykmh,Mechanical,18
956,uehamwlevl,Electrical,20
994,mjbnwpghpy,Cse,18
996,pwbokyivsm,Mechanical,21
911,cmymbrqovn,ECE,20
979,ubuarkwcdy,ECE,19
944,szfxrpdsrk,Cse,21
932,xtgecxwozc,Mechanical,22
957,rjqbcfwcuy,Electrical,22
931,foxrjdxoaz,Electrical,19
904,fhwtoistio,Cse,22
947,xkpkhougjk,ECE,20
952,yvtlcmmycv,Mechanical,21
972,hdtfassgsp,Mechanical,18
945,yrqwpmmudy,Mechanical,21
937,vkxjumtvqp,ECE,18
917,vhjjpsfpyg,Electrical,21
934,frryvgnsuk,Electrical,20
975,shzvaqliqf,Electrical,22
928,kpulmkoefa,ECE,18
943,tkmcncmtlv,ECE,21
955,ccqgcijqgc,Electrical,19
946,mtirirrtjm,Cse,19
906,acradyuffy,ECE,19
967,mikdidusyu,Electrical,18
959,ipnyjeispi,Electrical,17
938,kdachbyxlm,Mechanical,19
954,acrfgeviwv,Electrical,17
969,kmiiruarok,Electrical,20
984,fmkiavcmcs,Cse,17
905,rmukhvlmzv,Cse,22
903,kehjthcvyi,ECE,17
973,vlnkbbzdjt,Cse,21
948,nacsjgzqux,Electrical,21
909,nrggjxkdwe,Mechanical,20
960,tcrgsdaqle,Cse,21
942,qdejpvzxjy,Electrical,22
950,jsgtvfcqnm,Electrical,21
962,oyngpjnrhe,Mechanical,21
976,hohbuqxcrq,ECE,20
913,dxwxipafpo,Mechanical,22
927,zbrfnwdbny,Electrical,20
953,oqofowmrou,ECE,17
933,rbibvbnzlo,Mechanical,22
988,mvbgxvbczk,Mechanical,18
961,rwrpodyhor,Mechanical,17
963,ukpcfacsse,Mechanical,18
983,evujrqvdgf,Mechanical,18
923,zmcpwojofv,ECE,22
936,ettbyzpprt,Cse,17
916,jduawkquab,Electrical,18
985,xmcupmxqyf,ECE,20
924,liaonnwagh,Cse,18
998,xjkyjmpjok,Electrical,22
978,vetlgsoivs,ECE,21
965,cyvorckybv,Cse,21
989,kipulngnqs,Mechanical,17
999,rxixudzewv,Electrical,22
992,lggbalveeq,ECE,21
990,axrzxtiepn,Electrical,19
918,duwzmslwtf,Cse,17
919,gmujjprgql,Mechanical,20
964,zexiwajmqz,Mechanical,19
968,cucfujfyxn,Electrical,22
915,omsvfhfoui,ECE,17
970,yidpjmjlns,ECE,19
