RollNo ,Name,Branch,Age
300,axftgycxrr,Mechanical,20
301,wuidudirfg,Mechanical,21
302,vamozbbzsm,Electrical,20
303,zjpbybcrce,ECE,22
304,syxcmkdeja,Electrical,22
305,ixvslzlyox,Mechanical,17
306,lasblzgsog,Electrical,22
307,brizdjtdnw,Cse,21
308,nkcueibeza,Electrical,20
309,dmcsuoayaj,Electrical,18
310,whrnueagrj,Electrical,22
311,rbxgeqnhgd,Cse,22
312,jnjjvpjeme,Electrical,17
313,esdkzpnxkr,ECE,22
314,bbmyazyknt,ECE,18
315,desdtpugdh,Cse,22
316,tvjketsiei,Cse,22
317,xqbfqidjud,Cse,20
318,fllmbanmem,Cse,17
319,yygqqbfzua,Electrical,22
320,nxxothouef,Mechanical,22
321,mbksxvbkxv,Electrical,22
322,bpxytbhqnp,Cse,20
323,ebonsrupvn,Mechanical,22
324,lopokukwdb,ECE,18
325,masvewlnvg,ECE,19
326,ixyoajghih,ECE,19
327,nwkwshsczs,Electrical,18
328,qtrregeoci,Electrical,22
329,decvsmzrbo,ECE,22
330,iacxvfaplq,Mechanical,22
331,sogwsbyzuy,Mechanical,20
332,nhoxaydlkg,ECE,19
333,dkiqgcjdbp,Mechanical,20
334,welwuvjxak,ECE,18
335,leywejlskk,Mechanical,22
336,tjkbnjzllg,ECE,17
337,tanidrpogp,Electrical,18
338,pdpuhmchti,Cse,22
339,qekienjjpx,ECE,20
340,gdgccnkfuz,ECE,17
341,njwwnfsjxd,Mechanical,22
342,hkgnsfnvad,Cse,18
343,zhtzykyvje,Cse,22
344,jxpkkmuvac,Cse,20
345,ttpstmqgwg,Mechanical,17
346,lbgcxqbjda,Mechanical,19
347,nouwotkfwx,Cse,20
348,shoyojqetc,Cse,20
349,aymkpcrafg,Mechanical,18
350,swgisutftk,Mechanical,17
351,plzthppuko,Cse,20
352,cuhmgayeyp,Mechanical,19
353,rjpqfliwjx,Cse,21
354,syflyixrsy,Cse,17
355,uvbsjmgtyl,Cse,20
356,ctgwmefucr,Cse,18
357,fkhrdtzxnw,Mechanical,21
358,mpypatvfex,ECE,21
359,uepkevmhgy,Electrical,19
360,sjxklgfdhv,ECE,17
361,skarfhapbr,Cse,18
362,qzslluolvq,Mechanical,18
363,hwgalkfoki,Mechanical,22
364,qqjvovbcov,Mechanical,17
365,txyrowfbzk,ECE,18
366,pbjlsibwnf,Cse,21
367,vsbgnxsovh,ECE,19
368,bncsgwxvvr,Mechanical,19
369,ahbeemccki,Cse,22
370,htwvuucmlh,ECE,18
371,zuthjgjzai,Mechanical,17
372,czoxhpxytp,Electrical,22
373,bjxltdzeee,Cse,21
374,msxsdlxled,Mechanical,19
375,yhwragukky,Mechanical,22
376,ougrhbcofo,ECE,21
377,ornzrtgebh,Mechanical,18
378,jzpsfuhwtu,Electrical,20
379,onyfmtwsse,Electrical,22
380,apdtmutwpd,Electrical,18
381,tzhnovcusl,Mechanical,20
382,fpjzqossgy,Cse,17
383,mregjbepzn,ECE,19
384,iozvjijteh,Electrical,22
385,bbplfmhlob,ECE,18
386,vtpqsacwdr,ECE,19
387,rfwzmyfdkr,Electrical,19
388,ateeggfenv,Electrical,18
389,othhqpkvph,ECE,21
390,qlarxpgova,Cse,21
391,cmqkhzyvgv,Cse,17
392,ssqhhdejib,Mechanical,18
393,fjwejmpkfj,Mechanical,17
394,zktpkonpii,ECE,22
395,eyiaasnsct,Cse,20
396,ewqxmdjytl,Electrical,21
397,bsbsmcbdav,ECE,18
398,orggrmtnnl,Electrical,19
399,uuwfrgqfqj,ECE,19
