RollNo ,Name,Branch,Age
233490,ulrajbhtlq,Electrical,19
200466,jdycawjkqy,Mechanical,19
271776,qnzriydwrm,Mechanical,17
200587,uxfwbgxgux,Electrical,21
243493,ctumwwjfhq,ECE,20
266538,jhqlgitxjp,Cse,17
288267,gcmehfqbgp,ECE,20
234250,gyovlxdnni,Cse,21
297547,albyhiosyr,ECE,21
227417,suvhdwmrkk,ECE,22
297687,tmamgkkapj,Cse,21
298303,zbceigiqld,Cse,17
259339,tkyiiuerej,ECE,22
213970,miezgleaat,Cse,20
247084,subwgxfapb,ECE,18
277300,ncmqixoskc,ECE,18
239335,dnvdvskntl,Cse,20
260746,gwvtxbfzlr,ECE,20
246403,pfchtgtqif,Electrical,22
250683,qovanivouw,Cse,21
212391,sufsqtxzkz,Electrical,20
267973,luazlsgxrj,Mechanical,22
230926,rzxvcgcaei,Electrical,22
274003,dovyjthgvr,Cse,18
239772,pnpiuhiado,ECE,20
251560,hyoibpcxgu,Electrical,22
297847,pqiprtefvn,Cse,22
235602,fnkfptgsea,Cse,18
254604,lljwafwfjf,ECE,22
288727,hbftokawpx,ECE,21
296369,skuwclrjid,Electrical,22
234317,zzgejxrcan,ECE,18
245040,qgzchftxuk,ECE,18
273060,xkbnyrzjdm,Electrical,17
230793,nquyypnxib,ECE,22
238936,bjkqqbahlh,Electrical,18
261421,cfsrwmiioa,Cse,21
249090,auohkysoiw,Electrical,17
272430,tovrnfxpcf,Cse,22
260466,qojbcnzbml,Mechanical,18
219910,nghbwrvogo,Mechanical,19
296461,ujcyykywgg,Electrical,18
218690,flktijyhpl,ECE,22
218302,shokyxgkkf,Cse,22
254255,ldrpncrhnj,Mechanical,19
227429,xbgrbfjxdx,Cse,22
277698,vjkebtmexf,Mechanical,21
247328,gycxytfpuz,Mechanical,18
209493,uckskqcapk,Electrical,18
293016,nxqcznmjau,Mechanical,17
219282,mtdgiyoxfh,Mechanical,22
286697,yeqxccyypu,Electrical,18
237684,ovjeoqyvol,ECE,19
