RollNo ,Name,Branch,Age
567992,zrtetauaae,ECE,20
548698,pvaqaaxzcu,Electrical,20
507623,jjyxbzgbry,Electrical,19
554166,kqzjnujsoi,ECE,21
571599,zvczjiywta,Mechanical,18
543662,ziftzikivo,ECE,17
553241,auwhuzqfgf,Cse,19
539758,tljmrrukwg,ECE,18
593650,pjqgrpvryl,Cse,20
564303,lyukykzcls,Mechanical,21
518478,msgivxqgwa,Mechanical,18
596172,memysiyhzz,Mechanical,22
553935,qpoqlwgghv,ECE,17
531121,njrepmqjdr,Cse,21
544524,anykskkpip,Cse,17
594373,krnrzrgqsn,ECE,20
549655,oucrprwiuh,Mechanical,20
545719,fcmszyrnts,Mechanical,17
572718,tnwmqaqacu,ECE,21
571429,chyimcsxuo,ECE,19
525173,slcsfjavtq,Mechanical,17
555729,fmbykpgwry,Mechanical,19
593563,idbakqwvfn,Cse,20
568792,axolifxidj,Electrical,18
526144,hlvykjyzws,Mechanical,21
524303,kkcvsszdbh,Cse,19
584660,jgpwcoyxen,Cse,18
505206,ugwntzinpt,Cse,20
558192,ltqszfbeld,ECE,21
571167,tkedvmvheo,Cse,22
509012,foygawaido,Cse,17
529659,zhfbmeasna,Electrical,19
548892,ujimfszuqv,ECE,18
599657,kkatmbvtmg,Mechanical,17
544255,jkabvpxxap,ECE,18
538415,ulgcvmtfni,Cse,22
562866,vkneqgjygs,Cse,21
502543,fkdbinnqyc,Mechanical,20
577746,nzxubwyaef,Cse,22
533995,svfpoibrlx,ECE,20
565177,ngfmpvvloy,Mechanical,18
559697,otluuautcb,Electrical,18
544652,rdirsowutj,Cse,22
507540,eutpeymozg,Electrical,17
558334,jrxnrenlxy,Mechanical,19
532326,jontoyuqkj,Cse,19
515906,uweqowptqj,Cse,17
532944,cgfngoceqi,Cse,18
568876,ogztbrdhnk,Mechanical,21
551499,xcquxqtpsu,Electrical,17
537945,woejvpoqdg,ECE,20
554316,lfwovxbsio,Cse,19
570106,ibdemnmmda,Mechanical,20
543426,oqijepxvhz,Electrical,20
504346,ucyspgqbnz,Mechanical,21
550861,wrasafihgt,ECE,20
520662,plwjvznzit,ECE,21
593236,tiidonfxyk,Electrical,17
583529,tdxtwtliyt,ECE,22
595844,evfsyjatte,Mechanical,19
564058,amavyuzpdc,Electrical,21
583060,mjwgaisemh,Mechanical,18
596076,kdvzjqzuil,Mechanical,21
549573,efkdmezguf,Electrical,17
598725,mujvenyibx,ECE,17
510380,xpyueaopfg,Electrical,20
569152,hswajuzuyi,Mechanical,20
508599,ppwvdolftu,ECE,17
522386,plsfrbauwx,Mechanical,22
581150,glwuiaifmu,Cse,20
535467,wctwqsyixl,Electrical,19
561762,wtkxdjusva,Cse,21
516716,lapxievxsf,ECE,19
582199,ahmpgzugqm,Mechanical,19
530606,zlcimwgkcs,Cse,19
538485,uwdslfidjj,Electrical,17
597606,enrlpmrmob,Mechanical,18
586912,ccilmraarn,Cse,18
522290,ucztctszzf,Mechanical,20
538830,xpbnqtsjop,ECE,21
532683,jmehmskoch,Cse,21
575753,blcxuvxkxp,Mechanical,22
526784,hqjczmbujb,ECE,22
531129,bptcqcbecn,Cse,22
506110,nonkjsiywt,Electrical,18
553894,eevgnemfvw,ECE,20
542616,ezfmkwtcor,Electrical,22
542334,doxlqtwkku,Mechanical,22
