RollNo ,Name,Branch,Age
887339,srpekypyli,Mechanical,20
817792,weolnepxhq,Cse,19
877051,llzgbwsjzw,ECE,21
826703,cxzcyvkmld,Mechanical,19
879198,bcmmvhdefq,Cse,22
871155,cektfzkmxu,Electrical,17
824415,hgjcdxzzug,Mechanical,22
826316,tskchytbpx,Cse,17
868750,uslnozibvn,Mechanical,17
871518,frunqasump,ECE,20
899745,qzxqwqycou,Cse,17
882118,hacaxclxwu,Cse,18
843451,dotobdnuev,ECE,21
821805,czjqeoiazb,Cse,19
804011,uohmewfqba,ECE,17
832915,ntyomjcspx,Mechanical,18
828059,ophofsgvqv,ECE,21
851272,wtddlmuqkv,Mechanical,18
812473,bbtycufais,Electrical,21
851683,oelxtxfdxa,ECE,19
815683,jxdqnhedfp,Electrical,18
810034,gjbcejucgy,Electrical,19
854830,nxnznmmxyk,Mechanical,18
809744,csdbazoghw,Cse,21
869409,xllnynxkxe,ECE,18
802854,pbtpfnwekp,ECE,18
890650,evqahhssxe,ECE,20
895522,omntiyilov,Cse,17
849334,xltcpgsfwa,Cse,21
801758,kntfepboei,Mechanical,22
800817,rxwjexqjrh,ECE,19
899956,xjuwqkeowr,Cse,19
848060,axtiuanhpu,ECE,17
812732,mbgstskufp,Cse,17
886880,yrspxgoqsu,Mechanical,22
833989,prpostgsji,Mechanical,22
814861,gaufgyjzts,ECE,21
884949,pqnkfdmntq,ECE,20
881611,dokphjvwzi,Cse,17
883509,cafwmqbpse,ECE,19
827270,sjjdilqxwm,ECE,17
825315,jwnncfwhrp,Mechanical,20
821505,ubatzerczs,Mechanical,20
866296,jcanleckzu,ECE,18
826602,btjbvxkcue,Electrical,18
893978,cxbhuonkct,ECE,21
810021,hsopkxhucd,Mechanical,22
838390,fzgduvfswb,Cse,18
822038,vbksqrzujd,Electrical,17
806140,qolmgjfheo,Electrical,20
868747,nhkohhkpjw,Electrical,18
804760,dzwicpojms,Cse,18
879913,ebpfkvmvzq,Cse,17
879818,aafpxudtib,Mechanical,22
813278,wlublnrfoa,Mechanical,20
896204,zjbffcnvjz,Mechanical,19
819267,qffhyouqjh,ECE,22
873495,vkuhhjafpn,ECE,20
899361,dojlcjdpzy,Electrical,18
877843,lmgehdhurd,ECE,19
807703,vguzhnpzij,ECE,19
857091,grgslqsvgb,Electrical,22
808825,njyosaaawz,Cse,19
882611,jkyprixdfs,Mechanical,21
890034,vwpvsklral,ECE,21
879427,urpscttidm,ECE,17
862164,atjijaiwje,Electrical,22
840868,bxfnkqkiie,ECE,22
815358,jsszaqeuzv,Electrical,18
869744,rjyiligdjs,ECE,22
859885,fxgmavjtho,Electrical,18
886536,wnlvonyelk,ECE,20
861894,kcmyxsjfrl,Cse,20
887804,fjnbmyprhn,Cse,21
817240,ktqdbzilkh,Electrical,20
894009,yyeudmecpi,Mechanical,18
852001,hgfjreczmq,Cse,22
871631,rgqzhhjpfs,Cse,20
884922,hogefnvvhq,Mechanical,21
839729,nvafaurgpv,ECE,19
828968,meuvficzcy,Cse,18
812303,vlsihwilre,Mechanical,22
886840,vjkzdeftva,Electrical,22
849640,ctnubbpuhz,Mechanical,19
862733,lzfdmgfqqu,Cse,19
814909,uhekvshmln,Cse,21
887568,hkpajmcfhj,ECE,17
892649,dblgqjbiqr,Mechanical,19
867452,xgigremvum,Mechanical,19
883932,lgvqtrelkn,Electrical,19
818980,ohyidzenvj,Mechanical,18
836293,yhjdnljafh,Mechanical,19
