RollNo ,Name,Branch,Age
66992,mwgklglxap,Mechanical,21
34133,hvhqaomsxr,ECE,20
16477,jjigbekycu,Mechanical,18
74725,zgiwyxrtii,Mechanical,21
12398,icwgxahnup,ECE,17
41857,uhdmiimtdu,Electrical,19
84426,axryitgwjp,Electrical,19
78878,qbhzaebyeg,Electrical,19
404,gbcksplztv,Electrical,17
46184,tkffpojiha,Mechanical,19
68503,mkomdncvqc,Electrical,19
15744,gftuoylhnz,Mechanical,20
56695,khirdtoaxb,ECE,17
5692,okvuixbijc,Mechanical,18
29098,gctwnflndx,ECE,22
49659,abtrqeaslt,Cse,17
32956,ahoquhhlba,Mechanical,21
52415,agtvgpacpb,Mechanical,17
16912,thjxrxiggo,Mechanical,17
54894,tmtciplrep,Cse,19
47203,zsmdtvggiu,Mechanical,21
58539,efzszrxjtl,ECE,20
56312,qrhhfttnyu,Cse,17
89213,ywaeazgynv,Electrical,17
41590,njzsxovooh,Mechanical,22
54782,pzsqfgvwtt,Cse,18
69073,szhnjpvqjq,Cse,22
42746,qxantksgnl,Cse,20
10953,xzufmbpyfk,ECE,18
19461,bgmtarxgvi,Mechanical,18
87653,sfbjovzger,ECE,19
58736,cucgpohnwv,Mechanical,21
30347,slvvbycifg,Cse,20
94565,sqtbugrroo,ECE,21
39778,luzbklqjao,Electrical,22
27716,ioweicsokk,ECE,19
73047,elovhjiipw,ECE,18
25157,kcnirropbi,Cse,19
2284,amoyapawfi,Mechanical,19
41081,zkndeqipoq,Cse,20
88966,yfiikozcyz,Electrical,22
12284,ffibvnbclu,Cse,20
17756,qxhohwgzat,Cse,20
37674,frptjkvsaz,Electrical,18
51695,kwkqusynqm,Mechanical,22
81125,xjubcuokea,Electrical,18
17966,zpoynbyfdt,Electrical,18
73587,cnrdyvvyxp,ECE,19
95884,tycjjwlzop,Electrical,17
64835,kodaushesh,Mechanical,22
58461,stbxokcauk,Electrical,20
7074,tcenikkhjc,Cse,20
12026,cijmmyagdy,ECE,21
66887,kvmntyxhqp,Cse,21
99066,wsmtnkcvax,Cse,21
50190,cxflkbixyn,ECE,19
31276,bjeghzclrc,ECE,22
35181,wlwcbwlxas,Mechanical,18
65313,lbnjjisuge,Electrical,18
8642,lhrmpqjrcn,ECE,21
82982,mfpfakeusz,ECE,22
29178,igomdrxgem,Cse,22
58635,lmorjmhdwp,Electrical,19
8403,wvmqjkuurm,Mechanical,17
49732,sgkezcehjp,ECE,19
75479,xmqrtbbhta,Mechanical,20
77072,mctpuarmps,Electrical,18
30140,qyfshvewts,Cse,20
61061,wjshciupzo,ECE,17
45602,oxykevrnzj,ECE,22
798,nlnyugzewe,Mechanical,19
24490,kdxawmhkda,Cse,22
48495,plvkkznxdq,ECE,18
50494,qxbonnsieq,Cse,17
51892,cmjnfzvkpt,Mechanical,19
56089,ojiyyyoroj,ECE,22
67068,hzhuiytzxa,Cse,20
1897,wgedwvhduk,Mechanical,17
30499,ypphxsdpcp,Mechanical,20
43036,msunjqeqvy,Mechanical,22
8253,tmyxyubmxw,ECE,22
78675,nudkzmjigl,Cse,20
24632,nmrlxsfufq,Electrical,18
98495,capoivycrx,Cse,18
30303,wqugojpttg,Cse,22
59775,romagckvbk,ECE,21
3078,vpwphaywpm,Electrical,22
70866,srzauqffha,ECE,18
96860,jcsusnqzlh,Electrical,20
91255,qpvrchzzgm,Mechanical,18
80792,bhijlcqdii,ECE,18
57405,wvhzuhahgc,ECE,22
32217,bcwzunlnvw,Mechanical,18
7870,pcdthwqete,Mechanical,20
84532,yhygnfiujd,Cse,22
40674,nkwbpiwirc,Mechanical,17
90656,binbynrkne,ECE,18
81719,nmubhkdxkt,ECE,19
13733,dzljeaxnti,ECE,20
7993,igeeumyiie,Mechanical,21
61259,znbnduazct,Electrical,22
9516,gmbgczkagd,ECE,21
14953,qrrjvtwlpb,Electrical,22
42127,jgvummqoww,Mechanical,17
8799,selesixcru,Mechanical,18
26900,djygvamdhi,Electrical,19
65836,fyuihhlluo,Cse,18
33077,exawfucnrz,Mechanical,21
29084,uvxmgisnbc,ECE,22
3034,vvqxkvrrta,Mechanical,22
75916,czrhmylgbs,ECE,21
28680,knlvbjnndg,Electrical,22
33402,retiebssxs,Electrical,22
16957,pzvdaecntt,Electrical,21
77492,ofssuczbkq,Electrical,20
85020,luroqllalb,Mechanical,18
1930,ioushjizpv,Mechanical,19
43636,efnmeiydgm,Cse,17
8981,gtbuwgrsfk,ECE,17
91952,detddjlcna,Electrical,17
30894,fkxshezwek,Electrical,19
18267,lgnubezutf,ECE,17
95922,foyocedrup,Cse,17
83435,orfxuwgsqb,ECE,19
56500,uzxbyqigkx,Electrical,18
44945,epglvwgkit,Electrical,17
51115,tvifgjqfgp,Cse,17
67443,xxombcuyal,Electrical,18
57112,xtoygdfzbb,Electrical,18
76865,umfgynyexz,Cse,17
57964,cpxolbwayx,ECE,22
51252,jnwazlgnkb,Cse,17
90768,fwugtlktwj,Electrical,20
6949,yzfwhgcxsq,Mechanical,18
43286,bpbcgcnljn,Electrical,21
58330,uxvexbfnhz,Cse,17
30870,rhawniaqor,Electrical,19
28169,oquylurnki,Mechanical,22
34933,awyppacpzd,ECE,18
45000,kwslysbggo,Electrical,20
597,oicweijwcs,ECE,19
84246,buxgfxwwjq,ECE,19
9804,cfoufybcsf,Electrical,17
86008,asisrvhesr,ECE,17
19614,hwpzszqirn,Cse,18
24832,mbywqwvzmv,Mechanical,17
81579,txepwpeoys,ECE,20
11792,tilubxaroo,Mechanical,18
24966,tezlddksju,Mechanical,19
91157,pnwpieftcc,Cse,19
67301,dvaufydxas,Cse,21
9547,lkajmknnnx,Electrical,18
75617,okhbhmxpjy,Electrical,17
85454,hpnqqylnmk,ECE,19
46095,tfwxwwiwqi,Cse,20
94723,udugtjnfku,ECE,20
17556,suqkllhwnd,Mechanical,17
86694,anddwnnfix,ECE,18
1865,lfojlnbatq,ECE,20
71362,zyvkorsucz,ECE,20
84320,hupcjhlanz,Cse,22
60871,seyzyyzilk,ECE,19
23385,jjxnhhrwdz,Cse,18
11695,abyabnmeoj,Mechanical,22
41303,izktvurpej,Cse,21
57862,ausjqeunlk,ECE,18
99025,sdftuyogqk,ECE,21
11531,lblqxrznlt,Cse,18
29617,ujfumjyyeu,Mechanical,22
32934,fhwxbifydv,ECE,18
20193,nnnkvoyqxl,Electrical,20
79196,bfpbybdvmh,Electrical,22
26978,dexommhrkl,Cse,18
73355,ubtvisfemx,Electrical,19
30367,mtotexqhbs,ECE,20
73383,jksbscphkk,Cse,20
29929,shogdgzkgm,ECE,21
98321,tqajfvcfmt,Mechanical,17
55128,imystaownk,Mechanical,18
50875,twwyoleyds,Electrical,22
15746,jzyarjvusl,Cse,19
69303,gbfcoqjsrn,Cse,22
83010,exloegupfs,Electrical,20
74055,lcujuurdav,ECE,17
54474,mswsppagjm,ECE,18
38636,adzootthne,ECE,17
30059,mihbverrpu,Mechanical,21
79612,pbpjqixmon,Electrical,20
30752,suuchhnryd,Mechanical,22
46472,dptptncjdx,Electrical,21
77515,ectdawbsoo,Electrical,17
61220,tnenzxownf,Cse,20
48973,ghzchayamq,Mechanical,22
10471,vusdodcapr,ECE,17
80169,ffrgmpcnuw,Cse,18
42951,pnwuqswfdp,Mechanical,21
74199,fhsopyvlsf,Cse,19
92819,doiejsppki,ECE,19
88188,ggrasyyqni,ECE,17
5784,ysfmqnoeqc,Electrical,21
72142,ghsszbnecu,ECE,18
14556,enpsfiepoi,Cse,20
73092,wvfdyhimuw,Cse,18
46278,owvuoieckh,ECE,18
35097,pvpvxjassd,Cse,19
99147,edqcrybdpa,ECE,17
58376,qrkvatwjyw,Electrical,21
5104,kweqpokrpy,ECE,19
27807,vumzwnkatz,Mechanical,18
79295,ldieazdlyg,ECE,22
86896,aygxfxzvmw,Cse,22
86187,qilvmjelqa,Mechanical,18
22743,zouukubxdq,Electrical,19
87746,doratupnpi,Electrical,21
25527,aurdmscbsh,Cse,22
2511,xuvsycnuxg,Electrical,22
70341,ekuuszfipk,Electrical,18
48323,gyyakqtjhd,Cse,19
97817,afnbiasmqr,ECE,17
11575,hdvikqdipz,Cse,17
15731,tpyfbulfje,Cse,19
26597,ifheilflie,Electrical,22
62058,uerymkoimu,Mechanical,17
60021,hpryqrkddw,Electrical,19
93144,yudettnkyj,ECE,19
11163,gptgijzyji,Electrical,22
60841,ksgtkjxuta,Mechanical,21
51838,gjvjwzjbiq,Electrical,20
16709,ijpbwqvkoi,ECE,19
49400,xafgbqufah,ECE,21
73105,sngklyfdua,Mechanical,22
74762,zwdkjjfqpl,Mechanical,18
99568,utkpdjsoof,Cse,21
91042,tdqizjrnzy,Mechanical,20
88547,mkfnpvizht,Mechanical,18
25854,jfjzpvsjyw,ECE,21
64253,eivplvlavi,Electrical,17
6464,hawvnzccby,ECE,20
78531,fyjavvxvsd,Electrical,19
5897,vokmqwgirh,ECE,18
21542,gvutftxnoo,Electrical,17
89770,xzoeraxzge,Electrical,21
40220,lyvkunizaz,Mechanical,21
92057,xvipyutupa,Cse,17
25931,fuzuvqlahy,Cse,20
87926,dfrxyehrgy,Mechanical,21
74444,wohmhuchwt,Cse,19
38620,vlgnsbjtnc,ECE,17
46792,ckbjcoqmvl,Electrical,20
32461,kgmdmnvgdi,Electrical,19
63355,igtwuutsjn,Cse,21
43087,tujzpxuoie,Mechanical,17
48407,tragwockdq,Electrical,19
99017,cebepykkfh,Mechanical,18
86564,wqdamzepku,Mechanical,20
78614,baifootjin,ECE,17
52086,xgbgmbsvxx,Electrical,19
55765,ijoqxkofro,Electrical,22
56436,boxbewtuvk,ECE,17
73860,yfwvtaansj,Electrical,18
87608,umgxrbsbkv,Cse,19
63148,gkikztjerc,ECE,22
63720,zkzgzvaldo,ECE,20
17565,cxbwbezqyu,ECE,17
52679,apbgxsoanm,Electrical,20
69015,ogoeqyrxjc,Cse,17
95995,hboogxpwkd,Cse,17
78971,tuyjsgullb,ECE,20
60498,wthclfqpkc,ECE,17
24048,vmpuckpwcp,Mechanical,22
10924,xfqnslnkhv,ECE,21
67779,dxeukhqsaf,Electrical,21
63093,yzvluqhpgp,Cse,19
39840,mtdtybrshy,ECE,20
23657,wckoltjlvd,Electrical,18
12456,sihtjlyvmt,Cse,22
12818,knvrzaoorw,Cse,21
41746,dpdebtyaxk,Mechanical,20
10764,rsxxxfqbtm,Electrical,22
80576,hksajxbbng,Electrical,22
98600,tckhkfibtj,Mechanical,20
90652,dhxzffgxop,Electrical,19
45111,ajacpxpgto,ECE,20
75461,pcphradoez,Mechanical,22
39237,mwyxdzdypk,Electrical,17
32739,gyihshlcyq,Mechanical,22
41675,nhrvbatoau,Mechanical,17
43600,wkvhusihbi,ECE,17
42993,bwybidfmvf,ECE,22
30922,hevokoofmd,Cse,18
97220,grexhplobn,Cse,19
8760,wngbijnmpj,ECE,17
61177,eecbieanpr,Cse,22
43435,dnveiwqrur,Electrical,21
79960,pcfnveukcw,ECE,21
14518,qnddnvxfbs,Electrical,20
88590,gykadxkrvl,Cse,18
29642,kydfuoivsd,ECE,20
60098,raeohpwtwm,Mechanical,18
24189,vwzlrivvev,Electrical,21
816,ikgmjfaxul,Cse,21
34207,jupcadnrnv,ECE,22
68651,xgacwugwpw,Cse,19
93242,plynuwlwuz,Mechanical,18
52562,brifatxqul,Cse,19
18643,zvfwkjootp,Cse,17
17896,laprtxtjlv,Mechanical,19
38282,ewumojkpyz,Mechanical,19
31389,ulfnzfepxy,Electrical,17
38080,umplpqixei,Mechanical,17
27822,rjihpxnqcd,Electrical,20
53627,xnejbtyidh,Cse,18
25880,mjkywglndt,ECE,22
47649,yzkouxhwdi,Cse,20
69092,uexhzvtcik,ECE,19
65293,cxyvbyqcjc,Cse,20
99280,xwoluajagp,Mechanical,22
59655,qvjzfdldrl,Mechanical,22
78488,fzpbkgdolm,ECE,18
82747,qdaxwxflvn,Cse,22
26850,fmpcmxqucc,Electrical,17
16883,zicsrvpciz,Cse,22
63182,mgcvlhlysk,Mechanical,19
6799,xhyzuwhflm,Electrical,17
76388,xrycpwdxac,ECE,18
47628,fvqbeosvev,ECE,21
92091,wsslvhapul,Mechanical,17
25871,bejbtrxjlm,Electrical,20
30985,quxjpbnfzw,ECE,17
26748,zhqjswdczd,Cse,22
93758,raqnuhytyt,Mechanical,21
30899,ogcucoofvp,ECE,18
31972,mtuikgcsqh,Cse,18
61953,zxvposduxa,ECE,17
66007,ptwxzwsvnv,Cse,22
35519,ctdoirhgkk,Cse,20
87986,nosutzarbu,Electrical,17
39650,sbedpmcart,Cse,19
59603,bflyufeqlo,Mechanical,17
76872,queqtdvknz,ECE,21
15785,wtntjmcfgi,Cse,20
87043,mcljbzlzpl,Cse,20
62739,caipmqlxpm,Mechanical,20
69595,jwaffvaphy,Mechanical,17
51670,yffqqsliry,Mechanical,21
83960,xoiscvklwb,Mechanical,20
79623,ewlhwscbec,Cse,19
50315,dekugsldim,Mechanical,18
13057,dmndkxpzti,Cse,18
76925,qrxvjjsjsy,Cse,19
31758,irjzkgrbxt,ECE,19
49751,rzhzygiigk,Mechanical,20
