RollNo ,Name,Branch,Age
128030,uzkplksolb,Mechanical,20
142425,ichfndhcvi,Mechanical,22
142631,ncefxqeezr,Mechanical,19
193400,uuoltmywam,ECE,20
145653,gufxbsssje,ECE,17
179043,hkrbizsqql,Cse,17
171812,loihrlhjng,Electrical,17
130551,kqynvnogcc,Cse,19
180718,rdprpjvaob,Electrical,22
118301,hhlvvgpdwy,Cse,22
134020,vrxmgkknym,ECE,18
146881,ynhvjileec,Electrical,17
140390,nolnyrnqsj,ECE,22
173358,hjksbtvhid,Electrical,17
163910,pmalyaispd,Cse,21
146692,epzpexkcma,Electrical,17
142047,pbheuageei,Mechanical,19
173242,bfelkslizb,Cse,19
118297,ecmfrxurbe,Electrical,19
198106,kwxyjbxznz,ECE,20
109241,ctjqyjrbwg,Electrical,19
180265,moiftafbbe,Electrical,22
134258,muboajddgc,Electrical,18
135116,ocadhvzdcy,Cse,21
112167,psakarqxsu,Electrical,22
163490,vanslbsjyt,ECE,19
112950,pjcxlzpfto,ECE,21
186565,wyfogfwcmo,ECE,18
113597,gncfxfjmlf,ECE,18
133110,sytnvdfppu,Electrical,22
178989,fctjybjhry,ECE,21
164631,txatzdgdzt,Cse,20
184829,levsjxxkol,ECE,20
148036,drhhkfdxeg,Cse,17
120764,apbmukdjwj,Cse,21
161051,fzwhlpmref,Mechanical,19
188316,qxbrzdcmqg,Electrical,21
123643,okrajjhkjy,ECE,22
168727,xjqldxhxbi,Cse,19
185355,irdrovqmpa,Cse,19
146331,kojqrwjqbs,Electrical,19
196105,zqcrlenkpe,Mechanical,21
134681,yppxppcuek,Electrical,21
176401,dizxgfdyvk,ECE,18
177509,dulrhirgyq,Cse,20
149741,hxcqohxoap,ECE,20
153488,tfvdfqcjro,Electrical,17
154968,kjqbulkhrp,Mechanical,17
146505,fghefwecxi,Cse,19
108526,sufwhlhmzz,Cse,21
191871,pmfsxcbujn,ECE,18
106729,sgcxgsjkgd,ECE,18
180841,kjsvjxsbiw,Electrical,19
147406,usrvajdrnw,ECE,19
109025,rsnistxjmp,Electrical,22
176359,abhqxfgxkx,Cse,19
115138,jecfshptmz,Electrical,18
147373,hyafzwoxic,ECE,17
143869,jpdzbqyjrk,ECE,22
181802,gfxppddmyv,Mechanical,18
156584,admzoknpmh,Mechanical,17
112364,ndtivangkt,ECE,21
101098,qfoidrrqjb,ECE,20
128699,udnjcsmjiz,Cse,21
186904,smymaearin,Electrical,20
199694,sdrgkfjpwd,ECE,17
156864,fktftezvqd,ECE,22
140083,qiarcfwmtk,Electrical,18
154067,htyovznnax,Electrical,20
191462,vgfmpmbldc,Cse,20
185893,oxekwxowpy,Cse,22
105728,iacbugztvl,ECE,21
116071,qzlxjopcxf,Mechanical,19
140187,liwvstvjlp,Mechanical,21
188066,ucbglsvlcl,ECE,21
142945,wsezekhfzp,Cse,22
110047,hlftakdhqj,ECE,22
141893,usqagdzthr,Electrical,19
147129,gamwatpvgk,Cse,17
141824,rpgejusthl,ECE,17
177829,fzudadktel,Cse,21
148277,nuzomkfblp,Mechanical,19
196187,orroepslen,Electrical,18
166316,kfnmwkvjfw,ECE,21
134421,ngnnjmogks,Mechanical,20
162544,rfczbbyocc,Cse,19
